,index,carat,cut,color,clarity,depth,table,price,Cluster
11014,11014,0.31,2,3,5,0.6264501160092807,57.0,6.561,0
11015,11015,0.71,4,1,4,0.6228070175438597,59.0,7.77,1
11016,11016,2.01,1,1,2,0.5848942598187311,62.0,9.616,1
11017,11017,0.7,4,4,2,0.612987012987013,57.0,7.694,0
11018,11018,0.34,2,3,3,0.6121076233183855,62.0,6.39,1
11019,11019,1.0,3,5,5,0.6164596273291926,59.0,9.111,1
11020,11020,0.7,3,4,1,0.6152497808939527,58.0,7.622,1
11021,11021,0.26,2,5,5,0.5990453460620524,58.0,6.317,0
11022,11022,0.33,4,3,3,0.6195286195286195,57.0,6.361,0
11023,11023,0.31,3,2,6,0.6047565118912797,58.0,6.81,0
11024,11024,0.3,2,3,6,0.6077981651376148,57.0,6.538,0
11025,11025,0.31,4,3,3,0.6241299303944314,55.0,6.299,0
11026,11026,1.14,4,3,4,0.6135693215339234,57.0,9.03,0
11027,11027,0.54,2,5,2,0.5960637300843487,62.0,7.352,1
11028,11028,0.3,4,3,3,0.6161026837806302,58.0,6.301,0
11029,11029,0.4,4,6,3,0.6206896551724138,53.0,6.791,0
11030,11030,0.29,2,4,6,0.6144859813084113,56.0,6.333,0
11031,11031,1.24,2,4,5,0.6203904555314533,55.0,9.317,0
11032,11032,0.5,0,4,2,0.6469989827060021,60.0,6.974,1
11033,11033,2.01,1,3,1,0.6357366771159875,59.0,9.679,1
11034,11034,1.02,4,2,2,0.5981735159817352,58.0,8.613,1
11035,11035,0.54,4,4,2,0.6146527117031397,55.0,7.139,0
11036,11036,0.58,4,2,4,0.6230121608980355,57.0,7.475,0
11037,11037,0.52,4,1,7,0.6088631984585743,57.0,7.655,0
11038,11038,1.01,2,4,2,0.6274509803921569,56.0,8.533,0
11039,11039,0.32,2,3,1,0.6234357224118318,58.0,6.043,1
11040,11040,0.54,4,3,5,0.6190476190476191,56.0,7.56,0
11041,11041,1.63,4,5,1,0.6170212765957447,57.0,9.245,0
11042,11042,0.51,2,4,4,0.6101364522417154,59.0,7.442,1
11043,11043,0.25,4,3,4,0.6262376237623762,53.0,6.082,0
11044,11044,0.31,3,6,2,0.6088939566704675,60.0,6.347,1
11045,11045,2.0,1,5,1,0.578239608801956,63.0,9.693,1
11046,11046,0.75,2,5,2,0.6336805555555556,57.0,7.9,0
11047,11047,0.4,3,4,4,0.6033402922755743,60.0,6.957,1
11048,11048,0.76,2,4,6,0.5964616680707666,58.0,8.413,0
11049,11049,0.4,4,4,6,0.6166842661034847,57.0,7.028,0
11050,11050,0.4,4,2,5,0.6107030430220356,55.0,6.766,0
11051,11051,1.02,2,4,2,0.6016884113584037,58.0,8.731,1
11052,11052,0.3,4,5,3,0.6198830409356725,55.0,6.489,0
11053,11053,0.73,4,6,2,0.6151202749140894,56.0,7.958,0
11054,11054,0.41,4,5,2,0.6152241918665277,55.0,6.567,0
11055,11055,0.3,3,2,2,0.6291079812206574,58.0,6.317,1
11056,11056,0.44,3,3,6,0.6085192697768763,59.0,7.119,1
11057,11057,0.3,4,3,6,0.6143187066974596,56.0,6.851,0
11058,11058,0.3,3,4,4,0.6103286384976526,60.0,6.564,1
11059,11059,1.52,2,3,3,0.6238030095759233,56.0,9.314,0
11060,11060,1.29,2,1,2,0.6216798277099785,58.0,8.606,1
11061,11061,0.3,3,1,4,0.5977011494252874,60.0,6.41,1
11062,11062,1.2,4,5,5,0.6215022091310751,57.0,9.379,0
11063,11063,0.3,4,1,3,0.6255813953488373,56.0,6.292,0
11064,11064,0.7,2,5,3,0.5881341358555461,56.0,7.813,0
11065,11065,1.01,2,6,3,0.631083202511774,60.0,8.872,1
11066,11066,0.8,4,5,2,0.62248322147651,54.0,8.195,0
11067,11067,0.3,3,1,6,0.611111111111111,59.0,6.564,1
11068,11068,0.9,4,3,2,0.6156325543916197,57.0,8.277,0
11069,11069,0.57,2,5,3,0.5952380952380952,56.0,7.51,0
11070,11070,0.34,4,6,3,0.620380739081747,55.0,6.94,0
11071,11071,0.41,1,1,4,0.6014568158168575,60.1,6.625,1
11072,11072,0.33,4,4,3,0.6231721034870641,56.0,6.501,0
11073,11073,0.32,3,4,2,0.607021517553794,62.0,6.458,1
11074,11074,0.4,3,1,6,0.6268656716417911,59.0,6.985,1
11075,11075,0.72,3,2,2,0.6224934612031386,57.0,7.745,0
11076,11076,0.9,2,4,1,0.6335814722911497,58.0,8.176,1
11077,11077,0.54,4,2,3,0.6196377502383223,54.0,7.228,0
11078,11078,1.08,2,5,1,0.5979073243647234,59.0,8.393,1
11079,11079,0.3,2,2,6,0.6260257913247361,56.0,6.458,0
11080,11080,0.32,4,3,6,0.6183465458663646,54.0,6.702,0
11081,11081,0.3,1,1,2,0.6330597889800703,59.0,5.976,1
11082,11082,1.14,3,1,4,0.6026392961876833,57.0,8.546,0
11083,11083,1.02,4,5,4,0.6010678871090771,57.0,9.017,0
11084,11084,0.3,2,6,3,0.6202090592334495,58.0,6.565,1
11085,11085,0.25,2,4,6,0.6100861008610087,57.0,6.45,0
11086,11086,0.93,3,2,2,0.6175999999999999,59.0,8.23,1
11087,11087,1.01,4,6,5,0.611111111111111,57.0,9.293,0
11088,11088,1.04,3,4,2,0.6153846153846154,59.0,8.613,1
11089,11089,0.4,4,3,5,0.6232948583420777,54.0,6.836,0
11090,11090,1.12,1,0,2,0.6365030674846627,61.0,8.282,1
11091,11091,0.32,3,5,5,0.6110484780157834,58.0,6.985,0
11092,11092,3.01,3,3,1,0.5975544922913344,58.0,9.562,1
11093,11093,1.19,4,2,1,0.6171932402645114,56.0,8.476,0
11094,11094,0.42,4,5,3,0.6216216216216216,55.0,6.931,0
11095,11095,1.36,3,4,1,0.6134453781512604,59.0,8.773,1
11096,11096,1.14,4,6,2,0.6091445427728615,56.0,8.711,0
11097,11097,1.55,4,3,1,0.6073089700996678,55.0,9.18,0
11098,11098,3.01,3,0,1,0.6074313408723747,59.0,9.837,1
11099,11099,2.02,3,2,2,0.6205607476635514,61.0,9.74,1
11100,11100,0.28,2,5,6,0.6109785202863963,60.0,6.471,1
11101,11101,0.4,4,5,4,0.6247334754797442,55.0,6.853,0
11102,11102,0.52,4,5,3,0.6171648987463838,55.0,7.504,0
11103,11103,1.51,3,4,3,0.6245710363761152,58.0,9.568,1
11104,11104,0.73,4,1,1,0.6238053866203301,56.0,7.704,0
11105,11105,0.51,4,5,4,0.6198830409356725,57.0,7.518,0
11106,11106,0.71,3,5,2,0.6083916083916083,60.0,7.874,1
11107,11107,1.5,1,4,3,0.5861148197596795,64.0,9.485,1
11108,11108,0.92,3,1,3,0.6087649402390438,58.0,8.267,1
11109,11109,0.31,4,5,4,0.6066134549600913,57.0,6.597,0
11110,11110,0.9,2,3,3,0.5959839357429719,61.0,8.317,1
11111,11111,1.51,2,3,3,0.5872053872053872,63.0,9.438,1
11112,11112,0.42,4,0,4,0.608875128998968,57.0,6.497,0
11113,11113,0.31,3,3,3,0.5990888382687926,59.0,6.548,1
11114,11114,0.56,4,6,3,0.6280834914611007,57.0,7.633,0
11115,11115,0.4,4,2,4,0.6176470588235294,56.0,6.693,0
11116,11116,0.91,1,2,2,0.5815047021943572,59.0,8.257,1
11117,11117,0.9,3,3,2,0.6260296540362438,62.0,8.208,1
11118,11118,1.03,2,6,1,0.6131274131274131,61.0,8.451,1
11119,11119,0.7,0,3,1,0.58578856152513,56.0,7.7,0
11120,11120,0.5,2,4,3,0.6278381046396841,57.0,7.246,0
11121,11121,1.73,4,2,2,0.6265533028122957,56.0,9.366,0
11122,11122,0.9,1,2,2,0.5709754163362412,56.0,8.223,0
11123,11123,2.01,1,1,2,0.640506329113924,60.0,9.229,1
11124,11124,0.72,4,4,1,0.6105810928013876,59.0,7.81,1
11125,11125,1.05,2,3,1,0.6254826254826255,60.0,8.353,1
11126,11126,0.6,2,4,2,0.6058394160583941,57.0,7.415,0
11127,11127,0.62,4,3,7,0.6183486238532111,56.0,7.962,0
11128,11128,0.4,4,6,5,0.6215644820295982,55.0,7.141,0
11129,11129,0.4,4,6,6,0.602711157455683,57.0,7.273,0
11130,11130,1.2,3,0,1,0.5963898916967508,62.0,8.282,1
11131,11131,0.72,2,0,2,0.6112554112554112,57.0,7.532,0
11132,11132,2.02,3,1,1,0.5941676792223571,59.0,9.562,1
11133,11133,1.08,2,0,1,0.6322282189668464,59.0,8.245,1
11134,11134,1.21,2,1,2,0.628698224852071,56.0,8.565,0
11135,11135,0.9,1,4,2,0.5748031496062992,60.0,8.281,1
11136,11136,1.37,4,3,6,0.6257928118393234,55.0,9.421,0
11137,11137,0.5,1,4,3,0.6294117647058823,54.9,7.387,0
11138,11138,1.5,3,2,4,0.6109238031018207,58.0,9.306,1
11139,11139,0.4,4,4,3,0.6273684210526316,56.0,6.985,0
11140,11140,0.3,4,2,3,0.6193247962747381,55.0,6.207,0
11141,11141,0.34,4,1,4,0.6201550387596898,56.0,6.319,0
11142,11142,0.3,2,3,2,0.5983889528193325,57.0,6.103,0
11143,11143,0.71,4,2,3,0.6173913043478261,55.0,7.847,0
11144,11144,0.31,4,5,5,0.6083995459704882,56.0,6.642,0
11145,11145,1.51,1,1,5,0.6364261168384879,58.0,8.889,1
11146,11146,2.55,1,2,1,0.6372605919907138,59.0,9.601,1
11147,11147,0.33,2,4,7,0.6033519553072627,58.0,6.922,0
11148,11148,0.55,3,4,3,0.6166982922201139,56.0,7.506,0
11149,11149,0.82,4,4,1,0.6227045075125208,56.0,7.952,0
11150,11150,0.38,3,3,3,0.6079484425349087,61.0,6.891,1
11151,11151,0.31,3,6,2,0.5995475113122172,61.0,6.596,1
11152,11152,0.54,2,1,7,0.5883458646616541,61.0,7.443,1
11153,11153,0.51,4,5,4,0.6176185866408519,55.0,7.437,0
11154,11154,0.36,2,2,2,0.6298342541436464,55.0,6.225,0
11155,11155,0.7,1,3,3,0.6308370044052862,58.0,7.733,1
11156,11156,0.91,2,5,1,0.6280587275693312,59.0,8.263,1
11157,11157,0.52,4,6,1,0.6285160038797285,56.0,7.233,0
11158,11158,1.0,2,4,1,0.6111547525530243,61.0,8.383,1
11159,11159,0.7,2,3,3,0.5913793103448276,60.0,7.84,1
11160,11160,1.73,1,5,0,0.6358839050131927,59.0,9.014,1
11161,11161,0.4,3,4,2,0.6219382321618743,57.0,6.851,0
11162,11162,1.13,4,3,6,0.6118175018698578,57.0,9.128,0
11163,11163,0.8,4,5,3,0.6219614417435038,55.0,8.325,0
11164,11164,0.81,4,3,3,0.6076794657762938,60.0,8.131,1
11165,11165,0.87,2,2,2,0.6217105263157894,57.0,8.065,0
11166,11166,0.51,3,4,3,0.6106280193236714,58.0,7.698,1
11167,11167,1.04,2,3,1,0.6258714175058094,58.0,8.384,1
11168,11168,1.71,4,2,3,0.6191099476439791,57.0,9.171,0
11169,11169,2.14,0,0,0,0.694300518134715,57.0,8.595,1
11170,11170,1.2,3,3,2,0.6152716593245228,61.0,8.691,1
11171,11171,1.01,1,5,6,0.6305882352941176,57.0,9.278,0
11172,11172,0.9,3,2,5,0.6200162733930025,58.0,8.397,0
11173,11173,1.5,1,3,3,0.5879973027646662,64.0,9.351,1
11174,11174,1.05,3,2,3,0.6046511627906977,58.0,8.464,1
11175,11175,0.71,1,3,3,0.6422836752899197,58.0,7.872,1
11176,11176,0.92,3,4,1,0.6183574879227052,58.0,8.257,1
11177,11177,1.14,4,3,4,0.6094674556213018,57.0,8.955,0
11178,11178,0.32,3,2,5,0.6229885057471265,58.0,6.719,0
11179,11179,1.09,1,2,2,0.6234756097560975,64.0,8.455,1
11180,11180,0.7,2,1,5,0.6329787234042552,55.0,7.789,0
11181,11181,0.31,4,3,7,0.6201372997711672,54.0,6.686,0
11182,11182,1.52,3,4,3,0.6233766233766234,56.0,9.585,0
11183,11183,0.43,4,3,2,0.6180698151950719,55.0,6.678,0
11184,11184,1.22,4,3,3,0.6200873362445415,55.0,8.996,0
11185,11185,0.54,4,6,3,0.6106870229007634,57.0,7.597,0
11186,11186,0.42,4,5,4,0.6161825726141079,57.0,7.008,0
11187,11187,0.9,2,5,2,0.6129289704708698,57.0,8.334,0
11188,11188,0.76,4,4,3,0.6162988115449914,55.0,7.91,0
11189,11189,0.7,2,4,2,0.6318584070796459,57.0,7.793,0
11190,11190,1.13,4,1,4,0.619296933433059,55.0,8.851,0
11191,11191,1.01,1,4,1,0.6574675324675324,58.0,8.306,1
11192,11192,0.71,4,3,1,0.6223776223776223,56.0,7.612,0
11193,11193,1.0,1,3,3,0.5932721712538226,61.0,8.66,1
11194,11194,0.57,1,6,3,0.5832566697332106,61.0,7.608,1
11195,11195,0.34,2,3,2,0.6350282485875706,57.0,6.256,0
11196,11196,0.7,2,4,2,0.6261022927689595,59.0,7.678,1
11197,11197,1.25,2,2,1,0.6315789473684211,60.0,8.343,1
11198,11198,0.38,4,6,3,0.6299892125134844,54.0,6.834,0
11199,11199,1.0,2,4,5,0.632411067193676,56.0,9.008,0
11200,11200,0.52,2,3,3,0.624031007751938,60.0,7.261,1
11201,11201,0.58,4,4,1,0.6264150943396226,57.0,7.097,0
11202,11202,1.06,3,4,1,0.6255778120184899,59.0,8.251,1
11203,11203,1.5,2,4,3,0.6187542778918549,60.0,9.473,1
11204,11204,0.8,4,5,2,0.6191275167785234,55.0,8.325,0
11205,11205,0.3,4,2,4,0.6137931034482759,54.0,6.265,0
11206,11206,0.31,2,6,2,0.6343713956170703,58.0,6.596,1
11207,11207,1.02,3,2,3,0.624512099921936,60.0,8.578,1
11208,11208,0.3,3,5,2,0.6130536130536132,60.0,6.515,1
11209,11209,0.31,2,0,2,0.6271777003484321,59.0,5.894,1
11210,11210,0.53,4,3,5,0.6041666666666667,59.0,7.574,1
11211,11211,0.31,2,3,6,0.5881032547699214,59.0,6.657,1
11212,11212,0.34,4,1,4,0.6236080178173719,55.0,6.286,0
11213,11213,0.51,4,5,2,0.5957854406130267,57.0,7.271,0
11214,11214,2.03,3,0,2,0.6205191594561186,59.0,9.471,1
11215,11215,0.71,1,1,4,0.6384479717813052,53.0,7.652,0
11216,11216,0.41,3,4,3,0.6126687435098651,58.0,7.009,1
11217,11217,0.75,1,0,2,0.6099656357388316,59.0,7.583,1
11218,11218,0.7,1,5,5,0.6362823949955316,62.0,7.958,1
11219,11219,1.04,4,6,4,0.6162079510703365,57.0,9.279,0
11220,11220,0.77,2,3,4,0.6282271944922546,58.0,8.002,1
11221,11221,0.41,2,1,5,0.6285714285714287,58.0,6.718,1
11222,11222,0.34,2,6,2,0.6017699115044248,60.0,6.439,1
11223,11223,0.38,1,5,3,0.6319218241042345,57.0,6.541,0
11224,11224,0.54,3,4,3,0.581547064305685,60.0,7.419,1
11225,11225,0.43,4,4,1,0.616171954964176,55.0,6.548,0
11226,11226,0.59,1,4,2,0.5912408759124087,58.0,7.216,1
11227,11227,0.3,4,2,5,0.6280991735537191,57.0,6.654,0
11228,11228,0.59,4,5,5,0.601640838650866,56.0,7.845,0
11229,11229,0.4,3,5,2,0.6095238095238096,59.0,6.532,1
11230,11230,1.1,1,5,1,0.6331045003813883,56.0,8.31,0
11231,11231,0.34,3,3,5,0.614015572858732,59.0,6.903,1
11232,11232,0.9,2,2,2,0.6262295081967213,58.0,8.145,1
11233,11233,0.4,4,5,4,0.6205450733752621,55.0,6.867,0
11234,11234,0.46,4,4,1,0.6138415245737212,56.0,6.781,0
11235,11235,0.38,3,4,2,0.6197183098591549,58.0,6.482,1
11236,11236,0.4,4,1,6,0.6139240506329114,58.0,6.672,0
11237,11237,0.4,4,2,3,0.6142557651991615,55.0,6.586,0
11238,11238,0.41,3,1,6,0.5981308411214954,61.0,7.009,1
11239,11239,1.02,3,0,3,0.6164705882352941,58.0,8.164,1
11240,11240,2.0,4,1,1,0.6106304079110013,59.0,9.541,1
11241,11241,0.49,3,2,3,0.5955383123181378,62.0,6.872,1
11242,11242,1.02,3,4,1,0.6108979278587874,62.0,8.308,1
11243,11243,1.02,4,3,6,0.6260733801717409,56.0,9.046,0
11244,11244,0.41,1,0,3,0.6431623931623932,55.0,6.664,0
11245,11245,0.71,4,4,4,0.6149825783972125,57.0,8.219,0
11246,11246,2.01,3,2,2,0.6150990099009901,53.0,9.725,0
11247,11247,0.42,4,4,6,0.6152263374485598,56.0,7.109,0
11248,11248,0.81,3,3,1,0.5898692810457516,57.0,7.729,0
11249,11249,0.32,2,2,6,0.6291618828932262,58.0,6.593,0
11250,11250,0.7,1,5,2,0.6353149955634428,58.0,7.851,1
11251,11251,0.56,4,3,3,0.6097560975609756,57.0,7.437,0
11252,11252,0.31,3,1,4,0.6082004555808656,59.0,6.443,1
11253,11253,0.71,0,6,1,0.6458519179304192,60.0,7.695,1
11254,11254,0.5,4,3,5,0.6219151036525173,56.0,7.473,0
11255,11255,1.01,3,4,2,0.6225680933852139,58.0,8.584,1
11256,11256,0.54,4,2,6,0.6043437204910294,55.0,7.573,0
11257,11257,0.53,1,5,2,0.5669144981412639,59.0,7.128,1
11258,11258,0.31,4,3,7,0.6185567010309279,55.0,6.792,0
11259,11259,0.38,3,1,4,0.5991471215351813,60.0,6.551,1
11260,11260,0.33,4,4,6,0.6129753914988814,55.0,6.795,0
11261,11261,0.72,2,5,2,0.6196692776327241,57.0,7.849,0
11262,11262,0.37,1,2,2,0.6395604395604395,55.0,6.528,0
11263,11263,0.38,2,4,4,0.6221743810548979,54.7,6.964,0
11264,11264,2.11,4,1,3,0.6032707450030286,61.0,9.712,1
11265,11265,0.57,2,4,2,0.5857664233576642,57.0,7.218,0
11266,11266,0.31,2,5,7,0.6298850574712644,55.0,6.844,0
11267,11267,0.41,3,0,3,0.6193001060445387,59.0,6.415,1
11268,11268,0.9,2,3,1,0.5984126984126984,61.0,8.254,1
11269,11269,0.77,3,4,2,0.6097972972972973,58.0,7.957,1
11270,11270,1.11,2,0,2,0.6237698713096139,57.7,8.37,1
11271,11271,0.3,4,2,3,0.6221198156682028,54.0,6.196,0
11272,11272,2.07,3,5,1,0.5892857142857144,61.0,9.531,1
11273,11273,1.5,1,1,4,0.5718032786885247,62.0,9.18,1
11274,11274,0.5,0,3,4,0.6579476861167001,57.0,7.208,0
11275,11275,1.01,4,5,2,0.6212238574748257,54.0,8.63,0
11276,11276,0.54,3,6,2,0.600378787878788,58.0,7.419,1
11277,11277,1.53,4,2,1,0.6250847457627119,57.0,8.938,0
11278,11278,0.64,1,0,1,0.6469500924214417,54.0,7.04,0
11279,11279,1.22,3,4,3,0.6298749080206034,60.0,8.875,1
11280,11280,2.06,2,0,2,0.6203931203931203,57.0,9.373,1
11281,11281,0.32,2,3,6,0.6088939566704675,61.0,6.736,1
11282,11282,0.31,3,4,6,0.5936794582392777,58.0,6.89,0
11283,11283,0.33,4,2,7,0.6214689265536723,55.0,7.016,0
11284,11284,0.51,3,3,4,0.6285714285714287,58.0,7.485,0
11285,11285,0.41,2,2,6,0.6140904311251313,60.0,6.95,1
11286,11286,0.66,2,2,6,0.6192170818505338,59.0,7.751,1
11287,11287,0.61,4,4,5,0.6148215919487648,56.0,8.086,0
11288,11288,1.24,4,2,2,0.6226415094339622,54.0,8.834,0
11289,11289,1.23,4,2,1,0.6063218390804597,57.0,8.691,0
11290,11290,1.01,2,5,3,0.6174183514774495,56.0,8.662,0
11291,11291,2.05,4,3,1,0.6158574062692072,56.0,9.808,0
11292,11292,0.52,1,5,3,0.6342412451361866,57.0,7.363,0
11293,11293,0.45,4,1,3,0.6160081053698074,59.0,6.921,1
11294,11294,0.42,3,3,5,0.6155440414507773,60.0,6.87,1
11295,11295,0.34,2,0,4,0.6171171171171173,58.0,6.103,1
11296,11296,2.18,4,0,3,0.6026097271648874,57.0,9.707,0
11297,11297,0.33,3,1,3,0.6060606060606061,58.0,6.387,1
11298,11298,1.25,3,2,2,0.622093023255814,57.0,8.822,0
11299,11299,1.15,4,6,3,0.5845932325413966,57.0,9.001,0
11300,11300,1.01,3,0,1,0.6181533646322378,60.0,8.178,1
11301,11301,0.8,3,2,2,0.6151260504201682,58.0,7.923,1
11302,11302,2.05,3,5,1,0.5966386554621849,59.0,9.746,1
11303,11303,0.32,3,3,4,0.6210045662100457,58.0,6.719,0
11304,11304,0.32,4,3,5,0.6208476517754868,55.0,6.593,0
11305,11305,0.62,3,4,2,0.6169244767970883,59.0,7.375,1
11306,11306,0.54,2,4,4,0.6190935390549662,59.0,7.41,1
11307,11307,1.15,3,3,2,0.6200743494423792,58.0,8.489,1
11308,11308,2.03,4,2,1,0.6159509202453989,55.0,9.72,0
11309,11309,0.32,4,3,4,0.6213151927437642,55.0,6.469,0
11310,11310,1.5,1,2,2,0.6095238095238096,59.0,9.148,1
11311,11311,1.2,2,1,3,0.6251851851851852,59.0,8.652,1
11312,11312,0.3,4,2,2,0.6202090592334495,56.0,6.109,0
11313,11313,0.54,1,2,4,0.632295719844358,58.0,7.216,1
11314,11314,1.1,4,0,3,0.6243386243386243,55.0,8.42,0
11315,11315,2.03,3,0,1,0.6273291925465838,59.0,9.415,1
11316,11316,0.71,2,6,2,0.6096718480138169,58.0,7.895,1
11317,11317,0.7,2,3,2,0.6170026292725679,56.0,7.745,0
11318,11318,0.33,4,1,1,0.6117908787541713,56.0,5.999,0
11319,11319,1.29,2,6,1,0.6191155492154066,58.0,8.72,1
11320,11320,0.7,4,1,5,0.6210526315789474,56.0,7.769,0
11321,11321,1.26,4,3,4,0.6231884057971014,57.0,8.795,0
11322,11322,0.52,4,6,2,0.624031007751938,57.0,7.45,0
11323,11323,1.0,3,2,2,0.6266771902131019,59.0,8.474,1
11324,11324,1.24,4,3,3,0.6228323699421965,57.0,9.082,0
11325,11325,0.72,4,5,2,0.611785095320624,56.0,7.888,0
11326,11326,0.91,4,6,1,0.6229773462783172,57.0,7.938,0
11327,11327,0.41,2,5,2,0.6286919831223629,56.0,6.627,0
11328,11328,1.01,3,4,1,0.6165884194053207,60.0,8.419,1
11329,11329,1.0,0,5,1,0.5694551036070605,63.0,8.266,1
11330,11330,1.01,2,5,1,0.6342991386061081,58.0,8.243,1
11331,11331,0.5,4,5,3,0.6289062500000001,54.0,7.396,0
11332,11332,0.32,1,6,2,0.6368843069873997,55.0,6.378,0
11333,11333,0.7,0,6,1,0.6551410373066425,57.0,7.499,1
11334,11334,0.33,2,5,2,0.6313416009019165,56.0,6.541,0
11335,11335,1.01,4,3,6,0.6107692307692308,56.0,9.065,0
11336,11336,2.18,2,1,1,0.6139088729016787,59.5,9.598,1
11337,11337,0.71,4,2,1,0.6148471615720524,56.0,7.66,0
11338,11338,0.78,4,2,3,0.6143459915611814,56.0,7.996,0
11339,11339,1.13,2,1,4,0.617100371747212,54.0,8.56,0
11340,11340,1.7,3,4,1,0.5845564773452457,60.0,9.141,1
11341,11341,1.21,2,3,3,0.594710507505361,58.0,8.975,1
11342,11342,0.56,2,3,5,0.6143667296786389,57.0,7.606,0
11343,11343,0.3,4,3,3,0.6223776223776224,57.0,6.515,0
11344,11344,0.35,3,4,4,0.6074561403508771,58.0,6.642,0
11345,11345,1.26,3,1,2,0.6047516198704104,62.0,8.574,1
11346,11346,1.22,3,3,4,0.6161689730517116,60.0,8.968,1
11347,11347,0.4,2,6,4,0.6424759871931696,57.0,6.874,0
11348,11348,1.01,3,4,3,0.6250974279033514,58.0,8.744,1
11349,11349,0.72,3,2,3,0.6111111111111112,58.0,7.748,1
11350,11350,0.35,2,2,2,0.6101321585903084,62.0,6.196,1
11351,11351,0.41,4,4,4,0.6115183246073298,56.0,6.981,0
11352,11352,0.58,3,0,3,0.5953917050691243,62.0,7.117,1
11353,11353,1.74,2,4,3,0.6201954397394136,57.0,9.822,0
11354,11354,0.35,4,2,1,0.6025917926565874,55.0,6.161,0
11355,11355,0.33,2,5,3,0.6281179138321995,56.0,6.441,0
11356,11356,1.21,3,6,1,0.6251851851851852,57.0,8.78,0
11357,11357,0.34,4,5,3,0.6220735785953176,55.0,6.613,0
11358,11358,2.02,3,4,1,0.6214196762141967,56.0,9.835,0
11359,11359,0.23,1,5,5,0.6333333333333334,56.0,6.273,0
11360,11360,0.91,2,0,2,0.6346623270951994,58.0,7.974,1
11361,11361,0.9,3,6,2,0.6274509803921569,58.0,8.385,1
11362,11362,0.9,0,6,2,0.6035313001605136,61.0,8.246,1
11363,11363,0.94,0,2,1,0.6601626016260161,50.1,8.118,0
11364,11364,0.51,4,6,1,0.5980769230769231,55.0,7.215,0
11365,11365,0.42,2,5,4,0.6292834890965733,57.8,7.128,0
11366,11366,0.71,2,0,4,0.6244503078276165,58.0,7.631,1
11367,11367,1.52,4,3,1,0.6128813559322034,57.0,9.088,0
11368,11368,0.95,3,3,2,0.5802948021722265,62.0,8.395,1
11369,11369,0.3,1,6,2,0.6344339622641509,55.0,6.244,0
11370,11370,0.3,4,4,5,0.6175115207373273,55.0,6.542,0
11371,11371,1.18,3,0,3,0.6280623608017818,59.0,8.272,1
11372,11372,0.33,3,2,4,0.6146892655367232,58.0,6.611,0
11373,11373,1.45,3,6,2,0.6219081272084807,58.0,9.287,1
11374,11374,0.31,4,4,6,0.6056497175141242,56.0,7.039,0
11375,11375,1.03,4,2,2,0.6233565351894819,56.0,8.434,0
11376,11376,1.0,4,5,3,0.6197183098591549,56.0,8.742,0
11377,11377,1.03,3,4,0,0.6226708074534162,59.0,8.144,1
11378,11378,0.43,1,5,2,0.6056338028169013,61.0,6.583,1
11379,11379,0.31,4,4,7,0.6185567010309279,54.0,6.818,0
11380,11380,1.0,2,6,3,0.6256895193065406,58.0,8.819,1
11381,11381,0.54,3,5,5,0.6104265402843602,59.0,7.746,1
11382,11382,0.91,1,1,2,0.64,58.0,7.761,1
11383,11383,2.04,3,1,1,0.6030395136778116,60.0,9.593,1
11384,11384,1.0,2,6,2,0.6046511627906976,58.0,8.658,1
11385,11385,0.26,2,3,6,0.6123936816524909,56.0,6.301,0
11386,11386,0.5,3,3,4,0.5992217898832685,59.0,7.393,1
11387,11387,0.55,4,4,4,0.618595825426945,56.0,7.54,0
11388,11388,1.03,4,0,2,0.6227730441518202,57.0,8.226,0
11389,11389,1.05,4,2,3,0.6254826254826255,56.0,8.727,0
11390,11390,0.51,2,1,1,0.6049618320610687,56.0,7.008,0
11391,11391,0.35,4,4,6,0.6152149944873209,55.0,6.851,0
11392,11392,0.34,2,5,2,0.6287625418060201,55.0,6.39,0
11393,11393,1.4,3,2,3,0.6291344123856438,55.0,9.088,0
11394,11394,0.34,2,1,2,0.6283783783783785,57.0,6.129,0
11395,11395,1.12,4,3,5,0.6210526315789473,54.8,9.071,0
11396,11396,0.32,2,5,3,0.6120591581342435,57.0,6.486,0
11397,11397,0.26,2,3,5,0.6245443499392466,56.0,6.186,0
11398,11398,0.38,4,3,4,0.6229860365198712,55.0,6.706,0
11399,11399,0.53,4,5,5,0.6183574879227053,55.0,7.797,0
11400,11400,0.26,4,1,4,0.625152625152625,53.0,6.033,0
11401,11401,0.82,1,0,2,0.5739549839228295,59.0,7.617,1
11402,11402,0.4,3,6,1,0.5995850622406639,58.0,6.751,1
11403,11403,0.33,4,4,7,0.6171171171171173,56.0,6.886,0
11404,11404,1.0,0,6,1,0.6496,56.0,8.285,0
11405,11405,1.0,3,5,3,0.6292490118577075,59.0,8.758,1
11406,11406,1.02,4,2,2,0.6189735614307932,57.0,8.52,0
11407,11407,0.71,1,3,1,0.5815358067299397,64.0,7.551,1
11408,11408,0.42,3,5,4,0.6219895287958115,59.0,7.074,1
11409,11409,1.08,4,3,1,0.6125852918877938,57.0,8.529,0
11410,11410,0.4,1,0,4,0.6395721925133689,56.0,6.599,0
11411,11411,1.58,4,4,2,0.6163021868787277,55.0,9.447,0
11412,11412,0.7,3,6,7,0.6003460207612458,59.0,8.523,1
11413,11413,0.75,4,4,2,0.6229508196721312,57.0,7.917,0
