,carat,cut,color,clarity,depth,table,price
6071,0.28,2,6,5,0.6401925391095068,56.0,6.277
6072,0.31,2,6,1,0.6289017341040464,54.0,6.136
6073,0.3,4,0,4,0.5974914481185861,57.0,6.227
6077,0.32,4,4,1,0.6169491525423728,56.0,6.579
6083,1.71,2,5,2,0.6339522546419099,56.0,9.545
6084,0.32,4,3,7,0.6171171171171173,54.0,6.822
6085,1.0,4,2,2,0.6193447737909517,57.0,8.491
6086,1.2,2,2,2,0.6292466765140325,56.0,8.703
6088,0.54,4,5,5,0.6159695817490495,56.0,7.929
6089,0.59,4,6,4,0.6094182825484764,56.0,7.685
6090,0.29,4,5,3,0.6018518518518519,56.0,6.428
6091,1.04,4,3,1,0.61995430312262,57.0,8.361
6092,0.41,2,1,5,0.6350210970464134,57.0,6.967
6093,0.7,0,3,0,0.6831501831501832,56.0,6.886
6094,0.32,4,1,6,0.6223224351747462,53.0,6.354
6095,0.39,2,3,5,0.6211312700106724,55.0,6.774
6096,0.43,2,5,3,0.6279792746113989,56.0,6.889
6097,0.7,2,5,2,0.6312997347480106,56.0,7.792
6099,0.61,4,3,4,0.617781851512374,56.0,7.621
6100,1.01,4,6,2,0.629600626468285,57.0,8.716
6102,1.02,2,4,2,0.6282151208106002,55.0,8.576
6104,0.97,4,2,3,0.6287519747235387,56.0,8.506
6105,0.38,4,5,4,0.6163793103448275,56.0,6.974
6106,0.4,4,5,1,0.6128016789087093,56.0,6.444
6107,0.52,2,3,5,0.6319921491658488,57.0,7.514
6110,1.18,4,1,4,0.6216617210682494,57.0,8.622
6111,0.43,1,5,2,0.6320166320166319,57.0,6.605
6113,0.37,4,5,4,0.6168831168831169,54.7,6.787
6118,1.14,2,1,2,0.634848484848485,56.0,8.474
6120,0.42,4,4,1,0.6209761163032192,56.0,6.746
6122,0.51,2,4,6,0.6259842519685039,57.0,7.707
6123,0.3,4,6,3,0.6150289017341042,55.0,6.565
6124,0.5,4,6,2,0.608187134502924,56.0,7.411
6125,1.17,4,3,3,0.614138438880707,56.0,8.929
6127,0.53,2,3,4,0.6020892687559354,55.0,7.451
6130,0.41,4,4,4,0.6234309623430964,55.0,6.981
6131,0.7,2,1,4,0.6143106457242582,57.0,7.738
6133,0.32,1,2,5,0.6337543053960963,56.0,6.469
6134,1.0,1,5,1,0.6334913112164297,56.0,8.264
6135,0.3,4,3,6,0.6175115207373273,57.0,6.639
6140,1.51,2,3,5,0.6363636363636364,57.0,9.51
6141,0.24,2,4,6,0.6345177664974619,54.0,6.184
6143,1.76,4,1,4,0.6200647249190939,57.0,9.369
6144,0.54,4,3,4,0.6066350710900474,57.0,7.729
6146,0.31,4,2,7,0.6136363636363636,56.0,6.671
6148,0.6,4,3,3,0.6209453197405005,57.0,7.465
6152,0.43,4,1,4,0.6175869120654396,55.0,7.105
6154,0.3,4,6,3,0.6098964326812427,55.0,6.565
6155,0.4,4,2,3,0.6158730158730159,57.0,6.685
6158,0.75,4,5,2,0.6084745762711864,56.0,8.021
6161,0.71,4,5,2,0.6034782608695652,56.0,7.946
6163,1.16,4,2,4,0.6235119047619048,56.0,8.878
6164,0.52,1,3,7,0.5975261655566128,57.0,7.646
6165,0.59,4,3,4,0.6213953488372093,55.0,7.61
6166,1.04,4,1,2,0.6126814362108479,57.0,8.447
6167,0.76,4,4,1,0.6114864864864865,55.0,7.812
6169,1.02,3,4,4,0.6277258566978193,58.0,8.946
6170,0.42,4,3,4,0.6131386861313869,57.0,6.825
6174,0.71,4,2,4,0.608846487424111,57.0,8.08
6178,1.18,4,5,0,0.615723732549596,56.0,8.332
6179,0.27,4,3,1,0.6225961538461537,55.0,5.889
6181,0.3,4,1,1,0.6194895591647331,56.0,5.905
6182,0.53,4,4,3,0.6222222222222221,55.0,7.409
6184,1.15,4,2,2,0.6164079822616407,55.0,8.868
6185,0.7,3,6,2,0.5984388551604509,57.0,7.859
6186,0.42,4,5,6,0.6203319502074689,55.0,7.191
6188,0.41,4,4,3,0.6267087276550998,57.0,7.009
6189,1.0,4,3,3,0.620797498045348,57.0,8.797
6190,0.63,3,4,2,0.5907473309608542,57.0,7.459
6191,1.2,4,1,4,0.6202346041055719,56.5,8.734
6192,0.44,4,3,5,0.6178861788617886,56.0,6.986
6195,2.01,4,2,2,0.6218905472636816,56.0,9.812
6196,0.51,2,3,5,0.6287952987267384,57.0,7.536
6197,1.56,3,6,1,0.6110740493662442,56.0,9.089
6199,0.3,4,2,5,0.6169965075669382,56.0,6.295
6200,0.3,4,5,5,0.6279069767441859,55.0,6.594
6201,0.39,4,5,0,0.6278317152103561,57.0,6.485
6203,0.3,4,3,7,0.625581395348837,57.0,6.797
6207,0.53,2,6,5,0.6114285714285714,55.0,7.813
6210,1.86,4,0,3,0.6257901390644753,56.0,9.241
6211,0.73,4,2,1,0.6226086956521739,56.0,7.731
6213,0.36,4,2,6,0.6175514626218851,56.0,6.677
6215,1.01,1,3,3,0.6358565737051792,56.0,9.228
6216,0.32,4,0,3,0.6213151927437642,54.0,6.223
6219,1.22,3,4,5,0.6304985337243402,56.0,9.259
6220,0.9,4,4,2,0.6241935483870968,56.0,8.292
6223,1.03,4,1,2,0.6129032258064516,56.0,8.313
6224,1.7,3,1,3,0.6192691029900332,56.0,9.249
6226,0.51,4,6,3,0.6212268743914313,56.0,7.54
6227,0.35,4,5,6,0.6065934065934064,57.0,7.018
6228,0.3,4,6,3,0.6143187066974596,55.0,6.565
6230,0.28,4,3,5,0.6157517899761338,56.0,6.373
6233,0.73,4,6,1,0.6238053866203301,56.0,7.895
6235,0.77,1,1,4,0.6397941680960548,55.0,7.689
6241,0.32,4,4,4,0.6187214611872145,56.0,6.554
6246,0.39,3,1,5,0.6301075268817204,56.0,6.917
6247,0.21,2,5,3,0.631578947368421,54.0,5.956
6248,1.21,4,2,3,0.6255506607929515,54.8,8.913
6249,0.76,4,0,5,0.620394173093402,57.0,7.681
6250,0.28,4,4,7,0.6139315230224323,57.0,6.668
6253,0.32,3,3,7,0.5988700564971752,58.0,6.861
6254,1.07,3,0,3,0.6277820414428241,57.0,8.349
6256,1.25,3,2,4,0.5932203389830508,57.0,8.931
6257,1.51,4,2,3,0.6224350205198358,57.0,9.344
6259,0.38,4,3,2,0.6129032258064516,56.0,6.501
6261,0.71,4,1,2,0.6185925282363162,53.0,7.749
6263,0.7,2,2,2,0.6382222222222222,57.0,7.653
6265,0.73,4,4,5,0.6216450216450216,54.0,8.069
6267,0.8,0,3,1,0.6701479547432551,56.0,7.783
6268,0.38,4,1,5,0.6203208556149732,54.5,6.644
6269,1.7,4,4,2,0.5968790637191157,57.0,9.292
6270,0.36,4,5,4,0.6138828633405641,54.0,6.727
6273,0.31,4,1,4,0.6192660550458717,54.0,6.443
6274,0.53,4,3,5,0.614354066985646,57.0,7.575
6278,1.07,4,6,7,0.6094100074682599,54.0,9.743
6279,0.31,2,2,2,0.6312138728323701,57.0,6.351
6280,0.32,4,6,6,0.6169491525423728,55.0,6.973
6282,0.31,4,6,3,0.6214039125431531,56.0,6.848
6284,0.91,4,2,3,0.6259050683829446,57.0,8.302
6287,0.3,1,6,2,0.6378504672897197,57.0,6.564
6288,0.32,2,4,1,0.6353211009174313,56.0,6.292
6289,1.04,3,3,5,0.6178736517719569,58.0,8.999
6292,0.55,2,0,2,0.6252390057361377,57.0,6.872
6293,0.49,2,3,3,0.6011673151750971,56.0,7.088
6295,0.52,4,3,4,0.6189555125725339,55.0,7.451
6300,0.34,3,1,5,0.6126526082130965,57.0,6.64
6301,2.09,4,1,2,0.6133333333333333,56.0,9.723
6304,0.24,2,5,3,0.6347607052896725,53.0,6.038
6305,1.04,4,3,3,0.6126814362108479,57.0,8.86
6307,0.4,2,5,4,0.6182965299684543,56.0,6.959
6308,0.42,4,3,6,0.6141078838174273,56.0,7.119
6309,0.35,1,4,1,0.6382978723404256,56.0,6.382
6310,0.72,3,6,2,0.6047700170357752,57.0,8.022
6311,0.31,4,1,3,0.5990888382687926,57.0,6.075
6312,1.5,3,1,1,0.6286107290233839,57.0,8.721
6313,1.34,4,3,4,0.6265912305516266,57.0,9.217
6314,1.14,4,4,1,0.617339312406577,56.0,8.432
6315,2.01,0,2,1,0.6527514231499051,56.0,9.285
6316,0.39,2,4,2,0.5989528795811517,55.0,6.494
6318,0.81,4,4,1,0.6209205020920502,56.0,8.103
6319,0.28,4,6,3,0.6244019138755981,57.0,6.188
6320,0.52,4,2,4,0.6165703275529866,55.0,7.418
6321,1.01,3,3,5,0.6189735614307932,58.0,8.76
6322,0.35,2,1,3,0.6290143964562568,57.0,6.196
6323,0.34,4,3,3,0.6220735785953179,53.0,6.39
6325,0.32,4,3,4,0.6117381489841986,56.0,6.469
6326,0.32,4,5,0,0.6072234762979685,57.0,6.194
6328,1.02,4,3,3,0.6278166278166277,57.0,8.727
6330,0.62,2,4,1,0.631868131868132,52.0,7.206
6331,0.52,4,3,4,0.6233009708737863,55.0,7.504
6333,0.57,3,6,3,0.6039142590866728,57.0,7.482
6334,0.51,4,6,3,0.6185365853658537,56.0,7.54
6336,0.31,4,6,2,0.6109839816933638,56.0,6.347
6337,1.53,4,5,1,0.609103078982597,55.0,9.278
6340,0.4,3,3,5,0.6199575371549894,58.0,6.89
6341,0.3,4,1,4,0.6100917431192662,56.0,6.159
6342,0.51,2,3,3,0.6342913776015858,55.0,7.274
6343,0.32,3,2,6,0.609286523216308,58.0,6.842
6345,0.38,4,6,4,0.6209850107066381,54.0,6.891
6348,0.28,4,2,7,0.6290516206482594,55.0,6.373
6349,0.32,4,2,4,0.6247139588100686,55.0,6.43
6351,0.31,4,2,6,0.6201372997711672,54.2,6.492
6353,0.31,2,6,1,0.6314580941446613,54.0,6.385
6354,0.5,2,3,5,0.6240157480314961,56.0,7.452
6355,0.73,4,3,2,0.6089193825042881,57.0,8.036
6356,1.02,4,1,1,0.6071700991609459,57.0,8.257
6358,1.0,2,3,6,0.6335697399527186,57.0,9.001
6361,0.54,4,3,5,0.6081208687440982,56.0,7.524
6363,0.7,4,5,2,0.616593886462882,55.0,7.918
6365,1.51,2,2,5,0.6310746064339494,56.0,9.141
6368,0.38,4,5,6,0.6147278548559231,56.0,7.051
6369,0.56,4,4,4,0.6169811320754717,56.0,7.557
6371,1.25,4,6,3,0.6258205689277899,56.0,9.204
6372,1.08,4,2,1,0.6121212121212122,57.4,8.426
6373,0.38,4,5,5,0.6196581196581197,53.8,6.978
6374,0.32,4,4,3,0.6242905788876276,57.0,6.4
6375,0.33,4,3,5,0.6252821670428894,54.0,6.623
6376,0.52,4,3,6,0.6107899807321773,57.0,7.585
6378,1.03,0,1,1,0.652899126290707,55.0,7.967
6380,0.41,4,2,5,0.6246056782334385,56.0,6.801
6381,0.38,2,4,2,0.6148936170212767,54.0,6.492
6385,1.1,4,3,2,0.6232980332829048,56.0,8.561
6387,0.74,4,0,2,0.6174957118353345,56.0,7.582
6388,1.32,4,3,5,0.6228571428571429,57.0,9.343
6389,0.51,2,5,4,0.5963566634707574,56.0,7.518
6393,1.01,4,5,2,0.6186046511627908,56.0,8.625
6395,2.14,4,2,1,0.6298543689320388,55.0,9.451
6396,0.52,4,4,2,0.6038095238095238,56.0,7.267
6397,0.91,4,0,4,0.6204673650282031,56.0,8.259
6399,1.13,4,1,4,0.6182634730538922,57.0,8.851
6401,0.31,1,2,5,0.6364692218350756,56.0,6.438
6402,0.35,4,4,6,0.6133625410733845,55.0,6.999
6403,0.32,4,5,4,0.6110484780157834,56.0,6.569
6404,0.71,4,3,4,0.6228070175438597,54.0,8.069
6407,0.7,4,4,1,0.6257668711656441,53.0,7.606
6408,2.24,4,0,3,0.6177698270721527,54.0,9.637
6409,0.34,4,5,2,0.6117908787541713,57.0,6.457
6412,1.56,4,3,5,0.6253369272237196,55.0,9.656
6413,0.26,4,4,4,0.6206060606060606,54.0,6.426
6415,0.33,4,2,6,0.6145251396648045,56.0,6.593
6417,0.53,4,4,3,0.6104265402843602,54.0,7.412
6418,0.27,2,5,3,0.6304347826086956,57.0,6.153
6419,0.52,4,3,5,0.6219630709426629,56.0,7.553
6420,0.34,4,3,4,0.6130099228224917,55.0,6.8
6422,0.7,2,0,2,0.6203866432337435,56.0,7.39
6423,1.01,4,3,3,0.6184926184926185,56.0,8.699
6427,1.25,4,3,6,0.6145010768126347,56.0,9.305
6428,0.72,1,0,4,0.6374012291483757,54.0,7.58
6430,0.5,4,1,3,0.6252465483234714,55.0,7.126
6431,0.31,4,6,4,0.6054421768707483,55.0,6.777
6434,0.38,4,2,3,0.6279569892473118,55.0,6.8
6436,0.9,1,4,2,0.5925337569499602,56.0,8.298
6438,1.2,2,0,3,0.6305637982195845,56.0,8.35
6440,0.56,4,6,4,0.615819209039548,57.0,7.77
6441,0.4,2,5,4,0.6236786469344608,54.0,6.959
6443,0.72,3,0,4,0.6303775241439858,56.0,7.536
6446,0.72,4,3,4,0.6197916666666666,56.0,8.172
6447,0.32,4,6,3,0.6146892655367231,56.0,6.879
6449,0.23,4,4,5,0.6138364779874214,57.0,6.288
6452,0.3,4,5,3,0.6236811254396248,57.0,6.738
6453,0.4,4,3,7,0.6115183246073298,56.0,7.136
6456,0.42,4,2,6,0.6283924843423799,57.0,7.01
6457,0.3,4,5,3,0.6203703703703703,56.0,6.738
6458,0.35,4,3,3,0.610318331503842,57.0,6.45
6459,0.71,4,3,6,0.6124567474048443,56.0,8.298
6460,0.51,4,4,5,0.6215686274509804,56.0,7.646
6462,0.44,4,5,3,0.6237218813905929,57.0,6.978
6463,1.04,4,2,1,0.6220169361046959,56.0,8.313
6464,0.9,2,2,2,0.6174819566960706,57.0,8.235
6465,0.71,2,6,3,0.6279683377308706,56.0,8.021
6468,1.0,4,6,2,0.6253918495297807,55.0,8.804
6473,0.32,4,3,6,0.6188850967007965,56.0,6.736
6478,0.33,2,4,7,0.5873362445414847,55.0,6.799
6482,0.3,4,5,0,0.6034285714285714,57.0,6.205
6483,0.85,4,2,1,0.6179129005751849,54.0,7.877
6484,0.52,4,6,3,0.6234269119070668,54.0,7.508
6486,1.01,1,3,1,0.6383647798742138,53.0,8.339
6489,0.31,4,3,5,0.6169724770642202,54.0,6.81
6491,0.4,4,4,5,0.616842105263158,55.0,6.992
6493,0.3,4,4,4,0.6218097447795823,56.0,6.512
6494,0.38,4,4,5,0.6033755274261603,55.0,6.958
6498,1.21,3,4,1,0.6154960173787112,57.0,8.464
6501,0.32,4,4,6,0.6206115515288788,54.0,6.816
6503,1.02,4,3,1,0.6136189747513389,54.0,8.389
6504,0.53,4,6,2,0.6155321188878236,56.0,7.391
6505,0.82,1,5,1,0.6180904522613064,56.0,8.023
6508,1.13,4,3,5,0.6234939759036143,57.0,9.141
6509,0.34,4,4,3,0.6206896551724138,56.0,6.588
6511,1.01,4,4,4,0.6220839813374806,56.0,9.113
6512,1.11,4,6,1,0.6159638554216866,55.0,8.621
6513,1.18,4,1,6,0.5966930265995687,54.0,8.761
6517,0.24,4,5,5,0.6161490683229813,56.0,6.519
6520,1.28,2,4,2,0.630294328786791,56.0,8.79
6521,0.4,4,6,4,0.5985401459854015,57.0,7.09
6524,0.31,4,2,3,0.6175115207373273,57.0,6.229
6525,1.08,4,3,1,0.6189024390243901,57.0,8.44
6528,0.5,2,5,5,0.5933649289099525,56.0,7.682
6531,0.43,4,4,5,0.6145940390544707,55.0,7.046
6532,0.5,4,5,3,0.6220472440944882,55.0,7.393
6533,0.35,4,6,3,0.6131868131868132,56.0,6.969
6534,1.24,3,2,1,0.6119510439164867,57.0,8.647
6536,0.23,2,5,6,0.6353240152477764,54.0,6.273
6537,0.3,4,2,4,0.6234067207415991,55.0,6.265
6538,0.5,1,6,1,0.6313686313686314,56.0,6.865
6539,0.77,4,4,2,0.6144781144781145,55.0,8.061
6541,1.0,4,4,6,0.6234375,53.0,9.216
6542,1.43,0,5,2,0.6525123849964615,56.0,8.978
6543,0.2,4,5,3,0.5974025974025974,55.0,5.905
6544,0.41,4,6,3,0.6240837696335078,55.0,6.915
6545,0.31,4,5,3,0.6171428571428572,55.0,6.771
6547,0.26,4,4,6,0.6161369193154035,57.0,6.645
6548,1.04,4,3,1,0.61995430312262,57.0,8.343
6551,1.7,4,0,1,0.6046213093709885,57.0,9.048
6552,0.38,3,2,5,0.6198704103671706,58.0,6.725
6553,0.4,1,3,2,0.6314677930306232,56.0,6.485
6562,1.21,0,4,1,0.6527570789865872,53.0,8.523
6563,0.43,4,3,5,0.6006128702757917,57.0,6.962
6565,1.11,4,2,1,0.6135338345864662,57.0,8.457
6566,0.3,3,3,5,0.6292397660818713,58.0,6.708
6567,0.72,4,4,2,0.6104901117798797,55.0,7.979
6570,0.28,4,5,3,0.6146572104018913,56.0,6.394
6573,0.36,4,3,1,0.614054054054054,54.0,6.225
6574,1.13,4,2,2,0.619865571321882,57.0,8.527
6576,2.0,2,6,1,0.600366076876144,56.0,9.796
6577,0.72,4,6,2,0.6053310404127258,56.0,8.175
6580,0.23,2,4,6,0.6317135549872123,58.0,6.225
6581,0.3,4,5,3,0.6157407407407407,55.0,6.512
6582,0.3,4,2,5,0.6152073732718895,56.0,6.405
6583,0.4,4,5,4,0.6203995793901157,54.0,7.026
6584,1.04,4,4,2,0.6137404580152671,56.0,8.642
6585,0.32,4,4,6,0.6096737907761529,56.0,6.719
6587,0.37,4,3,3,0.6153846153846153,56.0,6.725
6588,0.9,4,2,3,0.6091861402095085,54.0,8.491
6590,0.64,4,2,1,0.6082289803220036,56.0,7.026
6592,0.4,1,0,4,0.6320254506892895,57.0,6.447
6597,1.12,4,1,4,0.6090841399851079,57.0,8.709
6600,1.0,1,3,3,0.6343402225755168,57.0,8.649
6603,1.58,4,1,2,0.6172344689378758,56.0,9.316
6604,0.34,2,5,3,0.6273637374860956,56.0,6.545
6605,0.9,4,0,4,0.6155075939248601,55.0,8.185
6607,0.43,3,3,7,0.6112820512820513,58.0,7.268
6608,2.0,3,2,2,0.6297925832809553,56.0,9.819
6610,0.38,4,4,6,0.6096256684491977,57.0,6.975
6615,0.28,4,2,5,0.6201183431952664,57.0,6.258
6616,0.52,3,5,3,0.609450337512054,57.0,7.504
6621,0.32,4,5,3,0.6234357224118318,56.0,6.802
6622,0.82,4,4,2,0.6128500823723229,55.0,8.143
6623,1.04,3,3,2,0.6234567901234568,57.0,8.404
6626,0.41,2,2,5,0.6239495798319329,54.0,6.772
6627,0.51,4,4,5,0.617332035053554,56.0,7.6
6630,0.3,4,6,6,0.619158878504673,57.0,6.808
6631,1.61,4,6,3,0.6222518321119254,55.0,9.816
6632,0.61,4,4,1,0.6229205175600739,57.0,7.172
6635,1.21,2,2,1,0.6105873821609863,55.7,8.698
6636,1.51,4,4,2,0.6250856751199452,57.0,9.277
6637,1.5,3,0,1,0.6285714285714284,56.0,8.569
6639,0.4,3,5,4,0.6181434599156118,55.0,7.026
6640,0.5,3,5,3,0.6149312377210217,56.0,7.465
6645,0.7,4,5,2,0.6278659611992945,55.0,7.892
6646,0.72,4,6,3,0.626421697287839,58.0,8.159
6647,1.51,2,4,2,0.6207366984993179,55.0,9.333
6649,0.41,4,6,4,0.6104166666666666,57.0,7.048
6652,0.58,4,5,3,0.611111111111111,57.0,7.593
6653,1.06,3,3,6,0.6106870229007633,58.0,9.008
6654,0.9,2,3,2,0.6333059885151763,56.0,8.23
6655,0.7,4,5,2,0.6194225721784777,56.0,8.111
6657,0.33,2,6,4,0.6321709786276715,56.0,7.011
6658,0.7,4,4,6,0.6243386243386243,55.0,8.376
6660,0.3,2,6,3,0.6291079812206574,56.0,6.565
6661,0.35,4,2,5,0.6302895322939867,55.0,6.809
6666,0.53,4,6,3,0.6064638783269962,57.0,7.527
6667,0.5,4,0,3,0.6196078431372549,56.0,7.061
6669,0.33,4,4,6,0.6209223847019122,56.0,6.719
6674,1.2,3,4,1,0.628698224852071,57.0,8.65
6675,0.7,1,2,3,0.645045045045045,57.0,7.667
6676,0.42,4,2,3,0.6248693834900731,57.0,6.65
6678,0.41,4,4,7,0.6192468619246863,56.0,7.272
6679,0.5,2,4,1,0.6289682539682541,57.0,6.928
6680,0.51,4,2,7,0.6226964112512124,54.0,7.538
6681,1.09,4,3,1,0.6218867924528302,56.0,8.449
6683,0.27,4,2,2,0.613365155131265,55.0,5.948
6684,0.5,1,5,2,0.646,54.0,7.116
6685,0.33,4,2,5,0.6224719101123596,54.0,6.501
6686,0.7,4,3,7,0.6024096385542168,57.0,8.208
6690,0.78,4,6,3,0.629156010230179,56.0,8.226
6691,0.34,4,3,7,0.6162402669632925,56.0,6.922
6692,1.29,3,2,1,0.6122159090909091,57.0,8.597
6694,0.56,2,2,2,0.6118980169971672,57.0,7.072
6695,1.71,2,4,2,0.6331791143423662,53.0,9.484
6700,0.91,2,5,1,0.6287571080422422,56.0,8.233
6704,0.36,4,1,3,0.6175514626218851,55.0,6.26
6705,1.11,4,2,5,0.6116071428571428,56.0,8.873
6707,0.73,4,6,2,0.6188418323249784,56.0,8.067
6708,0.86,3,1,0,0.6260296540362438,56.0,7.511
6711,0.32,4,4,3,0.6257110352673493,55.0,6.719
6713,0.79,2,2,1,0.63229078613694,55.0,7.761
6718,1.2,4,1,1,0.6295471417965851,57.0,8.433
6720,1.23,3,5,3,0.6170678336980306,57.0,9.109
6725,0.72,2,1,2,0.631762652705061,57.0,7.76
6726,0.23,2,5,5,0.6302414231257941,58.0,6.211
6729,1.01,2,4,3,0.6306729264475743,56.0,8.743
6730,2.02,4,2,2,0.6246134817563388,54.0,9.755
6731,0.4,4,0,3,0.6230200633579727,55.0,6.394
6732,0.54,4,6,2,0.6214149139579349,56.0,7.488
6733,0.57,2,5,4,0.6287878787878788,57.0,7.541
6735,1.04,4,1,2,0.6192660550458715,54.0,8.505
6737,2.09,4,1,1,0.6123936816524909,57.0,9.542
6738,0.71,4,5,2,0.6111111111111112,57.0,8.048
6739,0.92,1,4,2,0.6395443449959317,56.0,8.372
6743,0.31,4,5,2,0.629500580720093,57.0,6.548
6744,1.6,4,2,3,0.6118115461181155,57.0,9.072
6745,0.42,4,2,2,0.6221294363256785,57.0,6.551
6746,0.7,1,0,2,0.6434316353887399,56.0,7.274
6747,0.72,4,4,1,0.6176470588235293,54.1,7.883
6749,1.2,2,3,6,0.6182085168869309,55.0,9.207
6752,0.51,4,5,3,0.6165703275529866,53.0,7.444
6753,0.4,4,3,3,0.6094240837696335,58.0,6.715
6757,0.6,1,3,2,0.6532951289398281,56.0,7.208
6758,0.57,4,5,5,0.6153846153846153,56.0,7.803
6759,0.34,3,3,7,0.6051167964404895,58.0,6.779
6761,0.32,4,6,2,0.6152099886492622,56.0,6.628
6762,1.55,4,2,7,0.6138347884486233,57.0,9.514
6763,1.28,4,1,3,0.6138472519628836,57.0,8.75
6764,0.76,4,4,2,0.6257459505541346,57.0,7.908
6765,0.41,2,2,2,0.6290491118077325,55.0,6.526
6772,0.5,3,3,6,0.6125244618395302,57.0,7.594
6774,0.34,4,6,2,0.6279329608938549,55.0,6.688
6775,0.32,2,4,2,0.622876557191393,55.0,6.279
6776,0.78,4,4,1,0.6055045871559632,55.0,7.769
6777,0.42,2,3,2,0.6304801670146138,55.0,6.532
6778,0.3,4,3,7,0.6241299303944314,52.8,6.721
6779,1.11,4,5,2,0.6206896551724137,55.0,8.884
6780,0.32,4,2,7,0.609286523216308,56.0,6.736
6781,0.32,4,5,3,0.6194285714285714,56.0,6.554
6782,1.01,2,6,3,0.6064814814814815,56.0,8.854
6784,0.56,4,5,2,0.6266666666666667,57.0,7.437
6785,0.31,3,3,6,0.6066134549600913,58.0,6.953
6789,0.73,4,1,3,0.6194995685936152,56.0,7.794
6790,0.38,4,5,1,0.6119402985074628,57.0,6.7
6791,2.3,4,2,1,0.6164705882352941,56.0,9.815
6792,0.4,4,1,6,0.6052356020942408,57.0,6.985
6795,0.51,2,0,3,0.6314760508308895,56.0,6.985
6796,1.16,4,1,3,0.6149297856614929,57.0,8.576
6801,0.31,3,6,6,0.6111744583808438,56.0,6.966
6804,0.3,3,2,2,0.6006825938566553,55.0,6.317
6805,0.33,1,1,2,0.636466591166478,53.0,6.323
6806,0.41,2,6,4,0.6286919831223629,57.0,7.048
6807,0.7,2,1,3,0.6206293706293705,56.0,7.691
6808,0.38,4,6,5,0.6063829787234043,55.0,7.162
6809,0.38,4,2,2,0.6122881355932203,56.0,6.547
6810,0.5,4,2,6,0.6248775710088148,53.0,7.407
6811,0.32,4,5,4,0.6225769669327252,54.0,6.715
6812,0.38,4,6,4,0.6201716738197425,55.0,6.973
6813,0.42,2,4,7,0.5997952917093143,58.0,7.451
6814,2.03,4,3,1,0.6253869969040248,56.0,9.711
6815,0.6,4,2,3,0.6113138686131386,56.0,7.407
6816,0.7,2,3,6,0.6327985739750446,57.0,8.019
6817,0.55,2,2,4,0.609848484848485,56.0,7.404
6819,0.38,4,3,4,0.6147278548559231,57.0,6.677
6820,0.29,4,3,5,0.6132075471698113,56.0,6.397
6821,0.71,4,3,2,0.6062176165803108,56.0,7.77
6822,0.34,4,3,3,0.6102449888641426,57.0,6.64
6823,0.36,4,6,2,0.625,56.0,6.497
6825,0.51,4,6,4,0.609450337512054,57.0,7.469
6826,0.5,2,6,3,0.6284584980237153,56.0,7.469
6828,0.56,4,6,3,0.616257088846881,56.0,7.633
6829,1.22,3,2,2,0.618421052631579,57.0,8.821
6834,0.52,1,3,1,0.6313725490196079,56.0,6.956
6835,0.55,4,3,3,0.6118980169971672,56.8,7.38
6837,0.72,4,4,4,0.6236933797909407,56.0,8.034
6838,1.52,3,5,4,0.6241519674355495,55.0,9.719
6839,0.92,4,3,2,0.6260032102728731,55.0,8.354
6840,0.38,4,5,4,0.6188436830835118,54.7,6.829
6845,1.52,4,3,2,0.602921646746348,57.0,9.308
6846,0.31,4,5,6,0.6148571428571429,56.0,6.763
6849,1.07,4,3,1,0.6164383561643835,57.0,8.394
6851,1.13,4,2,0,0.6112759643916914,56.0,8.208
6852,1.01,4,4,3,0.6118012422360248,58.0,8.91
6853,0.39,2,2,3,0.6066945606694562,56.0,6.494
6854,1.16,4,3,3,0.6233183856502242,57.0,8.864
6855,0.5,1,6,3,0.6401590457256462,56.0,7.443
6856,0.7,3,2,2,0.6282165039929015,57.0,7.754
6858,3.22,4,1,0,0.6261237440507668,55.0,9.437
6859,0.29,4,3,5,0.6171967020023558,56.0,6.409
6861,0.32,4,1,4,0.6225769669327252,56.0,6.405
6865,0.45,0,4,3,0.6582809224318659,55.0,7.005
6867,0.59,4,1,3,0.6179463459759482,56.0,7.223
6868,1.15,2,6,4,0.6293810589112602,54.0,8.984
6870,0.33,3,5,5,0.6026785714285714,58.0,7.016
6872,0.28,4,4,4,0.6016260162601627,56.0,6.394
6873,0.52,4,5,5,0.6202898550724637,54.0,7.71
6878,0.91,3,6,1,0.6240905416329829,56.0,8.281
6879,0.83,4,5,2,0.6150041220115416,55.0,8.3
6881,0.73,4,4,6,0.6132644272179156,56.0,8.548
6882,0.51,2,3,6,0.6294117647058823,57.0,7.496
6884,0.71,2,4,3,0.6125654450261779,56.0,7.904
6885,0.31,4,4,4,0.6148571428571429,54.0,6.465
6889,0.42,4,3,6,0.6174636174636174,55.0,7.119
6890,0.3,4,1,6,0.6209302325581395,54.0,6.292
6892,0.3,4,4,6,0.6189376443418014,55.0,6.948
6893,1.5,2,3,3,0.6212121212121212,57.0,9.406
6894,1.25,2,3,6,0.6024268379728764,58.0,9.358
6895,0.32,4,5,3,0.6217142857142858,55.0,6.554
6896,1.31,3,1,4,0.6192170818505337,56.0,8.659
6898,0.3,4,4,3,0.6089965397923875,56.0,6.405
6899,0.7,2,5,2,0.6287744227353463,57.0,7.762
6900,0.31,4,6,2,0.6228373702422145,56.0,6.306
6901,1.01,3,3,2,0.6056879323597233,57.0,8.518
