carat,cut,color,clarity,depth,table,price_norm_2
0.36,4,2,2,0.623773173391494,53.0,0.11711178031605717
1.28,2,2,1,0.6038270729978739,61.0,0.14264040838929068
0.33,4,4,6,0.6145251396648045,56.0,0.1202972720918888
0.91,4,5,1,0.6265060240963856,57.0,0.14173155496316683
0.38,4,3,4,0.6178686759956944,56.0,0.12257842227409328
0.34,2,5,3,0.598233995584989,62.0,0.10347988220459328
1.08,4,4,3,0.6109857035364936,57.0,0.15428882035320987
0.29,3,1,3,0.6239620403321471,58.0,0.1034942882445404
0.31,4,6,2,0.6139747995418099,55.0,0.11780034968308258
1.57,3,3,4,0.5993399339933994,56.0,0.1669486048320769
1.22,3,2,3,0.6226138032305434,58.0,0.14913120287109097
0.37,3,4,2,0.6230936819172114,59.0,0.11175493336496724
0.3,2,3,6,0.6238317757009346,57.0,0.11520009645050922
0.9,3,4,1,0.6067415730337078,59.0,0.136501470609195
1.23,3,3,4,0.6276517922457937,56.0,0.15804207521010036
0.41,4,5,5,0.6004140786749482,57.0,0.12182414273205631
1.52,4,3,3,0.610512129380054,57.0,0.16263038067336205
0.3,4,5,2,0.6286379511059372,57.0,0.11261155555023135
0.36,4,2,3,0.6210640608034744,55.0,0.1147583014379939
0.42,3,5,2,0.6204756980351603,58.0,0.1119603981188117
0.42,4,6,3,0.6237006237006236,55.0,0.12489857930268886
0.31,2,4,6,0.6241299303944314,57.0,0.11725474452688564
1.23,2,4,5,0.5850533807829181,59.0,0.15394796619058854
1.01,3,3,7,0.6303317535545024,60.0,0.14674060061895597
1.0,3,2,3,0.5936777178103316,61.0,0.1393453858112223
1.52,3,0,4,0.6244035446489434,59.0,0.15023340400688712
2.04,2,2,2,0.629882207067576,58.0,0.16576123491677927
0.71,2,3,5,0.6122807017543861,58.0,0.13634235704051018
1.07,3,2,3,0.6235565819861432,59.0,0.14369327973251064
0.34,2,5,1,0.6309921962095876,56.0,0.11190878524427036
1.02,2,4,3,0.618380062305296,57.0,0.15001644284264126
0.41,2,4,3,0.631578947368421,57.0,0.12130491809817061
0.36,4,5,4,0.6179039301310044,56.0,0.11837675869458313
0.34,3,3,3,0.6031042128603105,59.0,0.10710778173771769
1.5,3,0,5,0.6181075561606535,60.0,0.14857853640518628
0.57,4,4,2,0.6186915887850468,56.0,0.1312856554550164
1.0,3,6,1,0.6032482598607889,58.0,0.1415109134435578
0.9,2,3,1,0.6308068459657702,59.0,0.13577947255164266
0.52,4,3,4,0.6091954022988505,56.0,0.13020393789895351
1.4,3,4,1,0.5985003408316292,60.0,0.1462163104359212
0.41,4,3,4,0.5977249224405378,57.0,0.11755052048995852
1.41,3,2,1,0.5911864406779661,57.0,0.15305715872073283
0.72,3,3,1,0.6164502164502165,55.0,0.1391317124875057
0.41,2,2,4,0.6347177848775293,56.0,0.12277941918265645
0.3,1,3,3,0.6385964912280702,55.0,0.11264050252030601
0.36,4,5,2,0.6207650273224045,56.0,0.11771335225822956
1.22,3,4,3,0.6196363636363637,58.0,0.15318070849791743
1.1,3,4,1,0.6261398176291794,57.0,0.1463097903412383
1.5,4,4,4,0.6229508196721311,56.0,0.1684729979882791
0.53,4,2,4,0.6183206106870229,56.0,0.13045913218247254
1.02,4,2,2,0.6156225831399845,57.0,0.1453124205803691
1.14,4,3,4,0.617339312406577,56.0,0.15925508665448085
0.72,0,5,1,0.6841121495327104,64.0,0.11831879073012475
0.57,4,3,6,0.6198501872659177,55.0,0.13742393544000855
3.0,2,2,0,0.629569012547736,55.0,0.15687702596187583
0.3,1,3,4,0.6314553990610329,58.0,0.1091808260612975
1.54,4,2,5,0.6255924170616114,56.0,0.16392981193100234
1.46,3,3,4,0.6228373702422145,58.0,0.15904055628983804
0.7,2,4,4,0.6182136602451839,59.0,0.13296656029555445
2.22,1,1,2,0.5782710280373833,58.0,0.16514761208530776
0.51,3,3,3,0.61284046692607,59.0,0.12052565845787659
0.4,4,1,3,0.6140904311251313,58.0,0.11469160131923223
1.01,0,4,3,0.6553945249597423,62.0,0.1369054311195281
0.5,1,1,4,0.6124876114965312,61.0,0.11490623863458017
0.33,4,2,4,0.6178128523111612,56.0,0.11204814256698545
0.51,4,2,1,0.6186770428015563,54.0,0.12590015953059688
0.51,4,6,4,0.622093023255814,55.0,0.13340560001537163
0.31,4,3,4,0.6132723112128147,56.0,0.11761374971261268
0.91,0,5,4,0.6454248366013073,58.0,0.14335255554146076
0.33,2,3,3,0.5933333333333333,61.0,0.10327291376622148
0.3,4,4,7,0.6091954022988506,56.0,0.11861398962363413
0.29,2,5,4,0.6139315230224323,61.0,0.10000059734967824
0.39,4,6,4,0.6183368869936035,57.0,0.11853674866535749
0.5,4,6,2,0.617332035053554,56.0,0.12949153762701648
0.35,3,2,5,0.6272321428571428,58.0,0.1115920843969646
0.7,1,1,4,0.6438232642019838,60.0,0.12721033165095696
0.37,4,6,3,0.610752688172043,56.0,0.12190880174968666
0.9,2,2,4,0.6266233766233766,57.0,0.14373187075333535
0.72,2,3,3,0.6383731211317417,56.4,0.1384680391506309
0.4,4,5,3,0.6243386243386244,56.0,0.11967910459971826
0.37,2,4,1,0.6021505376344085,60.0,0.10215261440475165
1.2,4,3,5,0.6217008797653959,53.0,0.1701045373271543
1.04,4,5,5,0.6286594761171033,55.0,0.16306073560406634
0.31,4,4,6,0.6141552511415526,55.0,0.12428910844724238
0.3,4,4,2,0.6189376443418014,57.0,0.10675025850384708
0.7,2,4,2,0.6220264317180616,58.0,0.13107008303610634
1.02,2,3,3,0.6052227342549923,60.0,0.1450309241866709
0.34,4,6,2,0.6201550387596898,55.0,0.11822183660720774
1.06,4,5,4,0.6210607225211376,57.0,0.15522855810381772
0.41,3,4,4,0.6113445378151261,58.0,0.11859366265096473
0.35,4,6,3,0.605927552140505,56.0,0.12211599901593159
0.43,2,3,3,0.610655737704918,56.0,0.11884498966242653
0.9,2,6,2,0.6243902439024389,61.0,0.136236020933825
1.08,2,2,6,0.6310160427807486,57.0,0.15120592042424083
0.62,4,5,3,0.6197440585009141,54.5,0.1384709457677734
0.5,2,5,3,0.6181102362204725,58.0,0.12552718180772776
1.52,4,6,2,0.6069986541049798,58.0,0.16120805309556546
0.77,4,3,3,0.6206308610400681,56.0,0.14114281222177047
0.53,2,3,6,0.6026365348399246,54.0,0.13709805962142615
0.34,2,6,2,0.6279329608938549,55.0,0.11525834346971296
0.32,4,3,5,0.621559633027523,56.0,0.12012948552680906
1.51,2,2,3,0.6231983527796843,61.0,0.14834694972415166
0.32,4,3,6,0.6107382550335569,55.0,0.11918203490216314
1.03,2,4,5,0.61455938697318,55.0,0.16175507445120596
1.05,4,3,6,0.6117467581998475,57.0,0.15582197728587766
0.7,4,6,3,0.6235606731620904,57.0,0.1368014204510686
1.26,4,1,3,0.6258111031002163,55.0,0.15617875395171418
0.56,4,6,3,0.6193181818181819,57.0,0.13041683166282883
0.61,3,3,2,0.6107011070110702,60.0,0.11754235149330958
0.57,3,5,1,0.6253521126760564,54.0,0.12691252692509344
0.31,3,2,6,0.6180555555555555,58.0,0.1114322604374601
1.19,4,5,1,0.6024799416484318,57.0,0.148780350428637
0.33,3,2,3,0.6234357224118318,58.0,0.11090986638117961
0.91,3,5,3,0.610576923076923,58.0,0.144271504800764
0.7,4,4,4,0.6222611744084137,55.0,0.13861164115121688
0.41,3,5,2,0.6104166666666666,59.0,0.11085501160852197
0.96,2,6,2,0.5987558320373251,58.0,0.1457859490028552
2.02,4,1,1,0.6225247524752475,55.0,0.16515693131148765
0.42,3,4,4,0.6187499999999999,55.0,0.12529755170123585
0.34,2,4,1,0.6331096196868008,54.0,0.11622647106751904
0.71,3,3,2,0.6246672582076309,58.0,0.13374216904210162
0.75,3,1,2,0.6265270506108201,61.0,0.12429989755030782
1.06,4,2,1,0.6058779201205726,55.0,0.15079932967543258
0.52,4,4,4,0.611969111969112,57.0,0.1298744484922656
0.33,2,4,3,0.6122905027932962,58.0,0.11074696929905835
0.56,2,6,5,0.6163996229971725,59.0,0.13075753565874493
1.01,2,5,5,0.6335697399527186,56.0,0.15994652289530129
0.5,3,3,5,0.5963213939980639,60.0,0.12420672855502397
0.93,3,4,2,0.6225806451612904,58.0,0.14187526854487229
0.29,4,2,5,0.6168224299065421,55.0,0.11471166114840606
0.39,3,0,3,0.6130760986066452,60.0,0.10915553469664224
1.34,4,3,3,0.6190812720848057,56.0,0.15968541748299528
1.0,1,3,3,0.631496062992126,58.0,0.14652283522612264
0.33,3,3,4,0.6081081081081082,59.0,0.10883712367304219
0.3,3,6,3,0.6064814814814815,59.0,0.10958798048978459
0.41,4,5,4,0.621196222455404,56.0,0.12358623349321302
1.34,4,2,1,0.6162544169611308,56.0,0.1550405292805384
1.53,2,2,2,0.6111484217595702,57.0,0.1595926686813449
0.7,2,4,2,0.6340160284951024,59.0,0.1291547335723193
0.82,3,5,2,0.6248955722639934,56.0,0.14201448699227356
0.44,1,5,2,0.6323377960865086,53.0,0.12321043357705395
0.9,2,6,2,0.6059152677857713,59.0,0.14184704676115853
0.52,4,4,5,0.6196911196911197,55.0,0.13679725701631698
0.3,4,4,3,0.6187717265353418,55.0,0.11910524808553204
1.2,2,0,4,0.6313432835820896,59.0,0.14336829462232858
0.74,4,3,3,0.6118251928020565,56.0,0.14280821967351864
1.2,2,1,2,0.6242603550295858,59.0,0.14486269293255402
0.33,4,5,4,0.6274065685164213,57.0,0.11489256776465691
0.51,4,5,2,0.6231742940603701,56.0,0.12767718594211022
1.01,3,5,2,0.6279809220985693,59.0,0.14366960353758268
1.05,4,5,5,0.6133942161339422,56.0,0.1600094931906059
1.5,1,5,2,0.6125,65.0,0.14077930173261075
0.35,2,2,2,0.5997818974918212,61.0,0.10075731047131306
1.0,0,5,2,0.6645161290322581,55.0,0.14670603794507012
1.02,4,4,1,0.6237393328161365,55.0,0.15065185219682403
0.71,4,6,1,0.6017241379310345,57.0,0.1329664464729514
0.35,4,5,3,0.620309050772627,57.0,0.11893947864649082
0.64,4,3,7,0.6173285198555958,58.0,0.13481787168839887
1.02,4,3,0,0.6146718146718148,56.0,0.14242870359200285
0.7,1,4,6,0.6331569664902998,56.0,0.14177747364355686
0.3,3,5,3,0.6200466200466203,59.0,0.11260823065567802
1.0,0,3,2,0.6629032258064517,58.0,0.14218235640172258
0.39,4,3,4,0.6181434599156118,55.0,0.11968541767238554
1.15,2,3,3,0.6022140221402214,60.0,0.1456344985440696
2.31,3,0,4,0.6230859835100118,61.0,0.15715823163735537
0.38,4,3,1,0.6158798283261803,55.0,0.11490207154267966
1.21,2,2,4,0.6330615270570793,58.0,0.14973347984256508
0.29,2,2,1,0.606896551724138,60.0,0.09926306407686339
0.42,4,1,6,0.6269592476489028,55.0,0.12233708388387986
1.05,4,3,1,0.6223241590214068,54.0,0.15352675650178926
0.59,2,4,4,0.6169617893755824,59.0,0.12718757624351537
0.57,4,4,6,0.6065116279069767,57.0,0.13440965016851883
0.74,4,6,3,0.6196213425129088,57.0,0.14009676894358858
1.15,3,6,2,0.6107431935246506,53.0,0.16350259988172827
0.31,4,1,6,0.6157354618015964,55.0,0.1130494186830252
0.3,3,2,2,0.6081871345029239,61.0,0.10223316040992092
1.13,2,2,2,0.6014814814814814,60.0,0.13990284461940297
0.91,1,3,4,0.6359143327841844,60.0,0.13701079083634932
0.7,3,3,5,0.6017543859649123,61.0,0.1291746690864506
0.3,4,6,3,0.6064814814814815,58.0,0.11033707578395227
1.75,3,1,4,0.6061381074168798,60.0,0.15429398141161216
0.52,4,3,5,0.6213592233009708,57.0,0.13105296919802867
0.31,4,1,6,0.6132723112128147,56.0,0.1110956797426179
0.91,4,5,1,0.6108452950558214,58.0,0.1392265077159164
0.41,2,6,1,0.6377118644067795,57.0,0.11393891292317691
1.51,3,6,1,0.6299104066161267,62.0,0.14561841287842064
1.14,4,4,5,0.6189410887397465,57.0,0.15905951211217045
0.31,4,3,6,0.6234357224118318,53.0,0.12308527639056438
1.0,4,1,2,0.5849495733126454,55.0,0.14579568225945902
1.57,2,1,3,0.6027759418374091,58.0,0.1568519390609805
1.64,4,0,3,0.6238410596026489,54.5,0.1641252780180573
0.32,4,3,7,0.6139954853273139,55.0,0.1214235757552798
0.81,4,5,2,0.6188490408673896,56.0,0.14490897670163358
0.31,4,5,4,0.6185567010309279,55.0,0.11934577890871417
0.32,2,3,5,0.6255707762557078,54.0,0.11871753178014267
0.79,4,1,3,0.6303236797274278,58.0,0.1342786491232632
1.01,2,2,1,0.6350710900473933,58.0,0.14294665247360275
0.39,3,6,4,0.6173633440514469,59.0,0.1170223233430073
0.65,4,6,3,0.62748643761302,57.0,0.1337541269724801
1.51,4,3,3,0.6075268817204301,54.0,0.170226672407581
0.7,3,5,4,0.6290322580645161,60.0,0.12992900816585143
0.3,4,1,3,0.6205305651672434,54.0,0.11124607158206476
1.02,3,6,1,0.5932721712538227,60.0,0.1380029406345599
0.48,3,4,2,0.595703125,59.0,0.11596215212062679
0.31,4,6,2,0.6289017341040464,56.0,0.11576849206765139
1.0,3,3,5,0.6048324240062354,62.0,0.14117494173011666
1.04,3,0,3,0.5869074492099323,58.0,0.14108322469752327
0.44,4,5,6,0.5979797979797981,57.0,0.12486859108723974
0.32,1,1,2,0.6349942062572423,57.0,0.10517143798057996
1.01,3,5,3,0.6287519747235387,59.0,0.14626780228335853
0.35,4,2,7,0.6080347448425624,56.0,0.12120872871595476
0.46,4,4,2,0.6247464503042597,56.0,0.12069906717188249
0.9,2,6,1,0.632183908045977,57.0,0.1420222700891969
2.0,1,4,2,0.6300505050505051,61.0,0.15808133324742843
0.71,4,6,3,0.6,56.0,0.14495131468391456
1.72,3,1,5,0.6274768824306473,58.0,0.1593274452547734
1.37,3,2,3,0.6087560806115357,59.0,0.14599334334698794
0.55,1,2,2,0.6359269932756965,55.0,0.12705313405828605
1.75,4,4,1,0.6287581699346404,57.0,0.16008184118118704
1.23,2,3,5,0.6064516129032259,55.0,0.16375303226586307
0.35,4,6,3,0.6240352811466373,57.0,0.12005069874608762
1.2,3,2,2,0.6076134699853588,60.0,0.1423762926985581
0.44,4,3,6,0.6155419222903884,56.0,0.1254899678225725
0.31,4,3,6,0.6252873563218392,54.0,0.12173354419625282
0.51,3,3,5,0.5909528392685274,59.0,0.12657422349668285
0.71,4,4,4,0.6113989637305699,57.0,0.1379077209949329
1.35,3,1,2,0.5922330097087378,59.0,0.1467608041724711
0.58,2,5,2,0.6148078725398313,58.0,0.12341137864185607
1.23,3,2,2,0.6206896551724139,58.0,0.1452114397238681
0.73,1,2,1,0.6077922077922078,65.0,0.11652623016484076
0.5,3,5,3,0.6009661835748791,61.0,0.11730135253423475
2.63,4,0,1,0.6211180124223602,57.0,0.16738409522432493
0.36,4,5,5,0.6187363834422658,55.0,0.12304918014028482
1.08,4,2,3,0.6205323193916351,56.0,0.15199677128255706
0.31,4,1,6,0.6208476517754868,56.0,0.11582220241365963
0.92,4,6,1,0.6187050359712231,55.0,0.1515664316462998
0.7,4,4,2,0.6083916083916083,57.0,0.13563671382174716
0.73,1,5,1,0.6327782646801051,57.0,0.13439507874711673
0.91,3,6,2,0.629690048939641,59.0,0.13935618975654374
1.01,4,3,4,0.6177847113884555,58.0,0.15010482016978857
0.39,4,2,5,0.6129374337221634,56.1,0.11840812462469617
0.72,4,2,6,0.5993091537132988,59.0,0.1330547521216298
1.04,4,3,1,0.6144393241167435,57.0,0.14464467741158096
1.05,4,5,1,0.6033434650455928,61.0,0.1363298576040246
1.19,4,3,4,0.6169590643274854,55.0,0.15987852439045494
2.01,4,2,2,0.6044226044226044,57.0,0.167732432677619
0.35,4,4,1,0.6281908990011098,55.0,0.11445468963484152
0.42,4,1,6,0.6237006237006236,57.0,0.1170508240546913
0.32,3,3,4,0.6063348416289593,60.0,0.11060877690647358
1.02,0,1,2,0.5378398236590742,63.0,0.12501823993694108
1.54,1,5,0,0.6332417582417583,60.0,0.1433559062558735
0.33,4,1,7,0.6157303370786519,56.0,0.11527986892363845
0.5,2,3,5,0.6338582677165354,57.0,0.12945772399807012
0.72,3,4,1,0.6136560069144338,59.0,0.1241745659105746
0.4,4,3,1,0.6247379454926625,53.0,0.12247345046277291
0.31,2,3,3,0.5899772209567197,60.0,0.1039498150321801
0.3,0,5,3,0.6714975845410627,59.0,0.1079273450111046
0.57,3,5,3,0.6136576239476145,58.0,0.12760205093670277
1.51,3,4,3,0.6162235855487389,58.0,0.16199216905302713
0.78,3,4,1,0.6268146883005977,56.0,0.13713686501831662
0.64,3,5,2,0.6119133574007222,62.0,0.11819672844652991
1.01,3,3,1,0.6007604562737644,61.0,0.1353940419941762
0.3,4,4,6,0.6175115207373273,56.0,0.11826384207657423
1.05,3,3,1,0.6012084592145015,60.0,0.1358962860344792
0.9,3,5,2,0.5906571654790183,62.0,0.13315449314229522
1.18,4,1,3,0.6241660489251297,56.0,0.15337710053431722
1.51,3,5,2,0.6298568507157465,58.0,0.15356957892616224
1.0,3,4,2,0.6065830721003134,60.0,0.1403420237708365
1.0,1,6,2,0.6187845303867403,65.0,0.12910390065497104
0.9,2,4,2,0.632520325203252,55.0,0.15043777809966657
0.33,4,3,2,0.6136618141097425,57.0,0.11171988133031317
0.73,4,6,3,0.6143226919758412,56.0,0.14268006528874816
1.01,4,6,1,0.6302652106084243,54.0,0.15335982388704045
0.41,4,4,6,0.6192468619246863,56.0,0.12537304867957522
1.33,2,2,1,0.6344628695025234,57.0,0.14911522917024
2.0,0,1,1,0.6499686912961804,57.0,0.1583626411381251
1.01,2,4,2,0.6351457840819543,59.0,0.14160011596603495
0.97,1,1,3,0.645109135004042,61.0,0.13563146998720396
0.34,4,2,3,0.6052631578947367,56.0,0.11086579068645928
0.7,1,2,1,0.6019247594050744,63.0,0.11911997864296639
1.51,3,3,4,0.6243169398907104,60.0,0.1548134488630273
0.3,4,5,6,0.6210892236384705,56.0,0.11772203892859434
1.13,4,6,4,0.613670133729569,55.0,0.1620083096300971
1.12,3,4,5,0.6238670694864048,59.0,0.15316751779934848
0.3,4,6,5,0.6146788990825689,55.0,0.12357023176660706
0.3,3,4,5,0.6236811254396248,58.0,0.11626867124854534
0.33,4,4,3,0.6093749999999999,56.0,0.11312411904418594
1.55,2,3,1,0.6189502385821404,60.0,0.14918323037991457
1.5,4,3,2,0.6196990424076607,56.0,0.16289036655618966
0.38,3,3,4,0.6185344827586207,58.0,0.11442473972242717
0.45,4,6,1,0.6200607902735562,55.0,0.11722119693131572
0.52,4,6,3,0.6204238921001928,53.0,0.13725495788151576
2.02,3,1,3,0.5957446808510639,60.0,0.15929413043994656
0.93,1,0,3,0.6356209150326797,61.0,0.12972603288754794
0.3,1,2,2,0.6382978723404256,55.0,0.1093232897863463
0.54,2,3,2,0.6217516843118382,57.0,0.12348205698230154
0.51,2,3,3,0.6294117647058823,54.0,0.13268896550725814
1.06,4,4,3,0.6119969627942293,56.5,0.1549748042072232
1.05,1,5,2,0.6420722135007849,61.0,0.13738001292434057
0.34,4,5,3,0.6261261261261262,55.0,0.1226076739378837
1.21,4,4,3,0.6129266521423384,56.0,0.1598117483172248
1.04,3,5,1,0.6010598031794095,58.0,0.1378182558673967
0.33,3,3,4,0.6193693693693695,59.0,0.10883691283928698
0.33,4,6,2,0.6188340807174888,55.0,0.1178879184633761
0.31,4,3,4,0.6192660550458717,56.0,0.11513581467102459
0.33,4,5,6,0.6157303370786517,56.0,0.1239997568229622
0.5,4,5,3,0.6158357771260997,55.0,0.13189824981740791
0.5,4,4,1,0.608780487804878,57.0,0.12104416028921275
0.7,2,4,2,0.6106736657917761,57.0,0.13460920790738637
1.02,2,3,1,0.6291079812206571,59.0,0.13980274100858492
0.38,4,4,3,0.6206896551724137,57.0,0.1155753616570889
2.09,1,4,1,0.6335174953959485,55.0,0.17477278716552705
0.32,3,2,5,0.6222732491389207,58.0,0.10890699687313345
0.52,3,6,3,0.611969111969112,58.0,0.12801698038765438
0.7,2,1,3,0.6175438596491228,59.0,0.12885933820791745
0.7,1,6,3,0.6335403726708074,57.0,0.13764482206181117
1.3,2,0,3,0.6160397444996452,56.0,0.15234240228786594
0.7,2,3,3,0.6305506216696268,58.0,0.13287557618467352
1.57,3,6,2,0.6230613621038436,59.0,0.15632948222509163
0.7,1,4,4,0.627906976744186,61.0,0.12831151319054862
1.2,3,3,3,0.5958062183658713,58.0,0.15057925425369137
0.54,4,5,3,0.6159695817490495,56.0,0.1311412637838389
0.41,3,6,1,0.6231578947368421,58.0,0.11089268430600795
0.31,4,6,1,0.619815668202765,56.0,0.1121697336020426
1.25,3,3,4,0.6180505415162455,58.0,0.15428297754236217
0.31,3,2,6,0.6175115207373273,59.0,0.1113447175481052
1.5,2,2,3,0.6247436773752564,55.0,0.16374262663686281
1.06,3,4,2,0.6040878122634368,62.0,0.13705348883160537
0.43,2,2,3,0.6194871794871795,55.0,0.11993533838338342
0.71,2,1,2,0.603642671292281,63.0,0.11967894432209165
0.72,4,1,4,0.6143226919758412,57.0,0.13168511680891692
0.31,4,2,3,0.6199770378874856,57.0,0.10735881915516776
1.33,3,3,1,0.5924895688456189,62.0,0.13646793057968046
0.41,4,3,7,0.6211962224554041,57.0,0.12367395967896766
0.4,2,5,6,0.6344086021505376,57.0,0.12151988982473498
0.52,2,6,3,0.62890625,59.0,0.1253704148851507
1.17,4,0,2,0.6232420429311621,55.0,0.15177523049347028
0.7,3,5,3,0.6083916083916083,58.0,0.13372104654208022
0.56,4,2,3,0.6178403755868546,54.0,0.1354632970223011
0.7,3,4,3,0.6048526863084923,58.0,0.13374455419354075
0.53,2,3,4,0.6106870229007634,57.0,0.1280701726759423
0.3,2,4,3,0.6279069767441862,56.0,0.11293508045101411
1.06,2,5,2,0.5959367945823928,57.0,0.14780878181066398
0.73,3,5,1,0.6060085836909872,59.0,0.12946446784388366
0.3,3,5,2,0.6180963572267919,60.0,0.10723582578267044
0.56,2,5,3,0.6174242424242424,56.0,0.13119372560171003
1.01,3,6,2,0.6072811773818745,58.0,0.1458281242958039
0.7,3,5,1,0.6284201235657546,59.0,0.13041487478212618
1.04,2,6,3,0.6306861989205859,54.0,0.1617126772990198
1.2,4,1,3,0.6106647187728268,58.0,0.14826965365275777
0.5,0,2,4,0.6632548618219039,55.0,0.12622908816320313
0.99,2,5,1,0.6175771971496438,59.0,0.14125488691153532
0.55,4,5,2,0.6094339622641508,56.0,0.12774563278016443
0.71,1,2,5,0.6295313881520779,59.0,0.13078410584579261
0.7,4,4,5,0.6171328671328671,55.0,0.14792578398304884
0.32,4,3,4,0.621160409556314,55.0,0.11584345777273546
0.3,2,3,5,0.6302325581395348,57.0,0.11295122448186183
0.34,2,2,3,0.6193693693693695,60.0,0.10380777540204245
0.4,4,5,3,0.6293558606124604,55.0,0.12294049490355044
0.7,4,5,2,0.6019080659150043,58.0,0.1333339986881734
0.31,4,6,5,0.6090909090909091,57.0,0.11445117897632828
0.54,4,3,4,0.6170009551098377,56.0,0.13166735850869682
1.24,4,1,1,0.6071942446043165,57.0,0.14684848156173705
0.71,4,2,3,0.6184668989547037,55.0,0.14354272781493843
0.73,4,4,2,0.6148531951640761,55.0,0.1426316755947973
0.42,3,3,6,0.6024844720496895,59.0,0.11869587364260975
1.17,4,3,2,0.6060161408657374,56.0,0.15361481293400378
0.37,3,5,3,0.6027987082884823,58.0,0.1180083569041704
2.1,3,2,1,0.6044551475015051,59.0,0.16177333175731434
1.59,4,5,1,0.6226666666666667,55.0,0.16548446193122296
1.3,2,5,5,0.6045197740112994,58.0,0.1604496971986317
2.05,2,4,1,0.5954106280193235,58.0,0.16448189540279498
0.85,4,5,4,0.6296603148301574,57.0,0.14325050521899443
0.31,4,6,2,0.6264501160092807,57.0,0.10956692887581927
1.26,2,6,2,0.5988700564971752,59.0,0.1488980245778927
0.72,4,3,5,0.6242371403661727,57.0,0.1385570336168968
0.32,4,6,2,0.609286523216308,56.0,0.11632205594046309
0.74,1,5,3,0.6390328151986184,54.0,0.14642271482284866
1.01,2,4,1,0.6273584905660378,55.0,0.1516374095870764
0.24,4,4,6,0.6176836861768368,59.0,0.10443898152702241
0.91,0,2,1,0.6442622950819673,57.0,0.13731137935076257
0.53,4,3,4,0.620889748549323,57.0,0.12946735880172705
0.36,3,2,5,0.6056644880174292,58.0,0.11206209193875585
0.41,4,2,1,0.6078838174273858,57.0,0.11563181492367013
0.9,1,2,1,0.6306306306306306,55.0,0.14373227869772087
2.02,3,3,1,0.6012121212121212,59.0,0.16197589775287685
1.51,0,3,4,0.6490618485059069,55.0,0.16683337666116854
0.31,4,5,4,0.6173120728929384,56.0,0.12010384952006713
0.56,4,5,4,0.6231060606060607,57.0,0.1289565973748169
1.33,3,3,4,0.6019553072625697,60.0,0.15039274966724
0.73,3,3,2,0.6199134199134199,58.0,0.13058996277244012
0.78,2,6,2,0.6246808510638298,58.0,0.13698574438268657
0.41,4,2,6,0.6145833333333334,55.0,0.12227907303392781
0.32,4,3,6,0.6117381489841986,56.0,0.11751050554971763
0.41,4,4,5,0.6251319957761352,56.0,0.12301733954042733
0.56,4,3,3,0.620754716981132,56.0,0.130705649595847
0.41,1,4,2,0.6306878306878307,59.0,0.1099778480959425
0.51,4,5,6,0.62426614481409,53.7,0.14220660164742704
0.52,4,5,4,0.6177606177606179,56.0,0.13527476279050646
0.32,4,6,2,0.6079096045197739,57.0,0.11009516011716158
1.01,2,4,2,0.6026133743274404,60.0,0.13972947772101219
0.74,4,3,2,0.6050847457627118,55.0,0.14382153358483094
0.33,3,1,5,0.6148648648648649,58.0,0.10829910705356043
1.51,3,1,4,0.6232876712328766,60.0,0.14998403075642594
1.01,4,6,1,0.6263736263736264,56.0,0.14835869083852005
1.01,1,6,3,0.6395534290271132,58.0,0.14750730243142293
0.26,3,5,4,0.6187576126674786,58.0,0.10392019788081559
0.3,1,2,1,0.6392479435957698,56.0,0.10465771189532058
1.24,2,1,2,0.6004288777698357,59.0,0.1442080466296734
1.01,4,5,1,0.6195652173913044,56.0,0.1479765907608162
0.9,0,5,1,0.6577851790174853,59.0,0.13362000331356405
0.39,3,4,7,0.58004158004158,61.0,0.11530866956438827
0.71,4,2,3,0.6175195143104943,55.0,0.14354275464972935
0.38,4,3,5,0.6098081023454158,56.0,0.120249914720223
0.34,4,3,2,0.6193118756936737,54.4,0.11384614497882783
0.58,4,2,2,0.605672461116194,56.0,0.12739940020230847
0.31,4,4,6,0.621559633027523,53.0,0.12431796212798274
0.5,2,3,5,0.6005774783445621,56.0,0.1355505384152514
0.66,2,2,3,0.6081560283687943,57.0,0.1301846468429925
0.32,3,2,4,0.6022471910112361,58.0,0.10787234501051918
0.73,2,6,1,0.6037735849056604,59.0,0.13174548080845272
0.91,1,5,3,0.5629397967161845,64.0,0.1305982543898783
1.16,4,2,3,0.6209977661950856,57.0,0.15236090781804532
1.45,2,0,2,0.6240444753300903,57.0,0.1512036150210587
0.71,4,3,4,0.6290748898678413,58.0,0.13463928250321405
1.07,3,4,4,0.6054628224582701,61.0,0.14232402765758023
1.01,3,1,2,0.6177847113884555,58.0,0.1417304564955723
0.43,3,5,1,0.6268041237113403,55.0,0.12219638642913218
1.5,3,3,3,0.6246575342465752,59.0,0.15666345285659858
0.33,4,4,4,0.6122905027932962,56.0,0.11568648823715043
0.9,2,3,2,0.6265256305939789,59.0,0.13884924122948855
1.22,4,1,2,0.6172839506172839,57.0,0.14890590201927076
0.43,3,6,3,0.5995934959349594,59.0,0.11867937675398428
0.52,3,3,4,0.6236559139784946,60.0,0.12332267590710892
0.55,4,4,1,0.6121673003802282,56.0,0.12561554613712797
0.51,2,5,2,0.6078619367209971,57.0,0.12568529363924738
0.31,4,4,3,0.6183908045977012,56.0,0.11761363502537474
1.51,4,5,2,0.6134055517941774,57.0,0.160568183782106
