carat,cut,color,clarity,depth,table,price_SQRT
1.02,4,3,4,0.6202629543696829,55.0,2.9747268782192426
1.31,3,3,3,0.6028169014084508,59.0,3.014133374620307
1.21,3,0,3,0.6023054755043228,57.0,2.9359836511806394
0.78,4,5,3,0.6138279932546374,56.0,2.8607691273501956
0.34,4,3,3,0.6108048511576626,55.0,2.5768197453450252
1.0,1,3,2,0.6389111289031226,60.0,2.9122156513555106
1.89,3,3,1,0.6288265306122449,58.0,3.035786553761644
0.52,3,1,2,0.6286836935166995,58.0,2.6472627372438877
0.71,1,6,3,0.6325088339222614,56.0,2.816558183315232
0.71,1,2,4,0.6357969723953695,55.0,2.783343313355361
0.42,4,2,6,0.6130030959752322,56.0,2.719007171744863
1.01,4,3,5,0.6058282208588958,57.0,2.9841246622753546
0.74,4,4,1,0.6164383561643836,55.0,2.7905196648653097
0.91,1,4,2,0.64,57.0,2.8527180021866867
0.9,0,4,1,0.6900085397096498,59.0,2.7996428343629836
1.26,2,4,3,0.613603473227207,59.0,3.018774585821207
0.46,4,3,1,0.6112224448897795,57.0,2.587083299779889
0.64,3,4,2,0.6122082585278277,58.0,2.739342986922229
0.98,2,2,3,0.598597038191738,60.0,2.9123873368767415
0.23,2,4,5,0.5930521091811416,57.0,2.5045957757690163
0.81,4,6,2,0.6151288445552784,57.0,2.81407178302189
0.23,2,5,6,0.6120906801007557,57.0,2.483948469674844
1.51,1,5,1,0.6323731138545954,56.0,3.0319960422137755
1.18,3,1,2,0.6049562682215743,59.0,2.9168476134347503
0.31,2,5,7,0.6159090909090909,54.0,2.6201145013147804
1.01,4,2,1,0.6012269938650308,60.0,2.8854808957953613
0.9,2,4,3,0.6227642276422763,58.0,2.9158189244190047
0.5,3,3,5,0.5963213939980639,60.0,2.741532418192424
1.29,3,1,4,0.6296829971181557,57.0,2.9725410005582766
0.52,4,1,3,0.6192307692307693,55.0,2.664957785781981
1.33,1,6,1,0.5899581589958159,64.0,2.9538110975483858
1.02,2,5,1,0.6282151208106002,55.0,2.8963770472782024
0.55,3,5,3,0.6009389671361502,59.0,2.7311169876078174
0.91,2,2,1,0.6335504885993486,57.0,2.8506139689547583
0.7,4,4,3,0.6221441124780317,55.0,2.809270367906941
0.7,1,0,1,0.6160635481023831,57.2,2.7272696969680132
0.51,2,6,2,0.6229187071498531,57.0,2.712563363315224
1.09,3,5,1,0.6006006006006006,62.0,2.88426767135091
0.9,1,6,1,0.5953338696701529,62.0,2.870888364252431
1.0,0,4,1,0.6517213771016814,55.0,2.844468315872054
0.32,4,5,3,0.6139954853273139,56.0,2.5288337232803584
1.13,3,6,1,0.6088257292445775,59.0,2.9228410836034175
0.37,4,4,4,0.6096256684491977,55.0,2.5602734228984216
0.71,4,6,1,0.6101987899740708,56.0,2.7974988829309653
0.82,3,4,1,0.6247906197654941,59.0,2.8001785657346927
0.73,2,3,0,0.6245674740484428,58.0,2.6774988328662253
0.3,4,6,3,0.6234067207415991,54.0,2.6105554964413225
1.21,2,2,2,0.6218611521418022,56.0,2.954826560053906
0.57,4,5,3,0.6177024482109227,56.0,2.752271788904577
0.72,4,3,3,0.6276223776223775,56.0,2.817623111773468
1.01,4,4,4,0.6195652173913044,57.0,2.9924906014890005
1.25,4,2,1,0.6265409717186368,56.0,2.939897957412808
0.35,3,2,1,0.6157253599114063,58.0,2.5177370792042604
2.06,4,1,2,0.620012277470841,56.0,3.120737092419033
0.7,0,1,2,0.6575840145322435,57.0,2.7270863572685045
0.31,4,1,4,0.6171428571428572,55.0,2.4596747752497685
1.53,2,5,1,0.5929847782925216,58.0,3.051556979641704
2.01,3,1,3,0.5950212507589557,60.0,3.077823906593748
0.56,4,3,3,0.6142322097378277,56.0,2.7226825007701505
0.78,2,5,6,0.6129032258064515,60.0,2.915132930073687
1.23,3,6,3,0.5932809149392424,59.0,3.032160945596391
1.7,4,3,6,0.6095487246566383,56.0,3.1327304384514156
0.3,2,1,4,0.6157461809635721,61.0,2.4679951377585816
2.01,2,6,1,0.6177558569667078,59.0,3.1218584208768982
0.8,4,3,3,0.6209205020920502,57.0,2.8563963310437157
0.33,4,5,7,0.6185101580135441,57.0,2.651226131434284
0.26,2,2,5,0.623921085080148,58.0,2.479516081819192
1.01,4,2,3,0.6186046511627907,57.0,2.9194177501686873
0.34,4,6,3,0.6245772266065388,57.0,2.6343879744638983
0.31,4,4,7,0.6116838487972508,57.0,2.739525506360545
0.3,1,3,5,0.6376470588235295,57.0,2.603459237245707
0.27,3,3,3,0.6237864077669902,59.0,2.496397404260788
1.11,3,3,2,0.6106526631657915,59.0,2.8840943119114533
0.5,3,4,5,0.6194690265486725,58.0,2.7617023735370183
0.5,4,6,3,0.6123650637880275,55.0,2.7386127875258306
0.31,4,3,6,0.6155606407322656,56.0,2.6368541863364383
1.02,4,3,4,0.6114942528735632,56.0,2.977414986191881
0.33,4,4,6,0.6262626262626263,54.0,2.6038433132583076
0.71,4,6,2,0.6124567474048443,53.0,2.7992856231545935
1.17,4,3,3,0.6200743494423792,56.0,2.988143236192
0.72,4,0,6,0.6253275109170306,56.0,2.778128866701471
2.14,4,3,1,0.6286764705882353,56.0,3.0938648968563576
0.24,2,5,6,0.6042446941323346,62.0,2.4867649667791287
0.7,0,3,3,0.6648250460405156,57.0,2.802498884923953
1.01,3,2,1,0.615748031496063,61.0,2.819042390600042
0.51,2,3,7,0.5928030303030304,57.0,2.764416755845616
0.5,3,3,1,0.624,61.0,2.6
0.38,4,2,6,0.6074074074074075,55.0,2.6657081610709
0.56,4,4,2,0.6104868913857677,56.0,2.7389779115575212
0.82,4,4,2,0.6260434056761268,57.0,2.8280735492557474
1.23,3,6,1,0.5888252148997135,58.0,2.9277978072264483
1.62,3,1,4,0.6165113182423435,59.0,3.0407235980930594
0.37,4,5,3,0.6245919477693144,56.0,2.635905916378656
0.31,4,3,6,0.6020524515393387,58.0,2.5828279075463003
0.43,4,0,4,0.6182572614107883,58.0,2.5602734228984216
0.32,4,4,3,0.6145124716553287,55.0,2.5921033929995927
0.5,2,3,4,0.6285714285714287,55.0,2.7153268679847735
0.55,4,5,3,0.6204933586337762,55.0,2.739342986922229
0.55,2,4,3,0.6169811320754717,56.1,2.7355072655725117
0.9,2,2,3,0.6160130718954249,63.0,2.874543442009531
1.16,4,3,1,0.615840118430792,55.0,2.9405781744412103
0.39,4,4,4,0.6245989304812833,57.0,2.60710567488163
0.35,3,3,7,0.5906623235613464,59.0,2.649150807334305
1.24,3,2,2,0.6021660649819494,60.0,2.967827488247927
1.16,3,2,1,0.6207928197456993,58.0,2.8602447447727264
1.46,3,1,1,0.6249130132219902,59.0,2.935302369433173
0.31,4,2,3,0.6304849884526559,57.0,2.538306522073329
0.31,4,6,1,0.6264501160092808,57.0,2.4770950728625656
0.31,2,2,2,0.6113033448673587,57.0,2.4698178070456938
0.3,4,6,3,0.5945330296127561,56.0,2.580116276449571
0.7,2,2,3,0.6160558464223385,55.0,2.784600509947522
0.7,2,2,1,0.6340160284951024,55.0,2.7653209578636617
0.35,4,6,2,0.6232044198895027,55.0,2.591910492281707
0.31,2,6,2,0.6166281755196305,59.0,2.519325306505692
0.31,4,4,3,0.6273148148148148,57.0,2.5859234327411937
1.29,3,1,3,0.6223175965665235,57.0,2.957194616524249
2.07,2,2,2,0.5979381443298968,58.0,3.121217711086492
0.7,1,5,2,0.64343163538874,57.0,2.7712812921102037
1.15,4,2,2,0.6297681376215407,57.0,2.915304443793135
1.02,2,6,1,0.6265624999999999,59.0,2.9082640870457417
0.51,2,6,3,0.6370808678500985,55.0,2.716063327685862
0.95,4,1,3,0.6219024780175859,57.0,2.8748913022930105
1.51,3,3,2,0.6259437199725463,58.0,3.054341172822709
0.53,2,4,2,0.5956644674835062,58.0,2.6703932294701467
1.3,3,4,6,0.5947850599013389,59.0,3.092086674076262
1.05,1,2,2,0.6317411402157164,56.0,2.9163333142835373
0.27,4,1,4,0.6251497005988023,54.0,2.463331078032346
0.4,1,4,2,0.6360725720384204,57.0,2.56963032360688
0.7,1,4,3,0.5913793103448276,61.0,2.820283673675398
0.38,4,5,4,0.6163793103448275,56.0,2.628307440159922
1.51,2,3,4,0.6248275862068966,58.0,3.086097859757529
0.59,2,2,5,0.6232558139534884,55.0,2.7418971534322725
1.58,4,5,2,0.6099667774086378,57.0,3.0831801763763336
1.04,3,5,3,0.6106870229007634,59.0,2.9765752132274432
1.5,3,4,3,0.6204081632653061,53.0,3.083990920868607
1.51,4,4,2,0.6241519674355495,56.0,3.0639843341636066
1.51,2,3,4,0.6286490156143923,58.0,3.0823692186368588
1.19,3,2,4,0.6242603550295858,59.0,2.9819456735494025
2.01,3,1,2,0.62375,61.0,3.108375781658325
0.9,0,0,3,0.6501650165016502,56.0,2.8183328405282437
0.74,3,5,1,0.5878378378378378,60.0,2.7980350247986534
0.31,4,5,5,0.6244239631336406,53.0,2.583215051055564
0.33,4,2,5,0.6162402669632925,55.0,2.539685019840059
0.91,1,3,5,0.6414473684210527,58.0,2.898965332666122
0.33,3,3,3,0.6200676437429538,58.0,2.5711864965420146
1.07,3,1,2,0.5839524517087668,60.0,2.883227358360766
0.55,4,5,2,0.6172839506172839,56.0,2.723784132415783
1.33,2,0,4,0.617336152219873,55.0,2.9615874121828654
0.42,2,3,2,0.6317991631799164,57.0,2.6174414988686947
2.11,3,3,2,0.6159464394400487,59.0,3.1285779517218364
0.5,1,6,2,0.6391959798994976,56.0,2.67132925713024
0.79,4,2,5,0.6204564666103127,55.9,2.8476305940202287
0.35,3,2,5,0.6272321428571428,58.0,2.6094060626893625
0.35,3,4,3,0.6089813800657174,57.0,2.6036512823340994
0.3,3,2,4,0.6220657276995305,60.0,2.5524498036200436
0.26,4,2,4,0.6219512195121951,54.0,2.485558287387363
0.41,3,6,2,0.5956566701137539,59.0,2.6311594402468277
3.01,4,0,0,0.6540178571428571,60.0,3.1165686259089496
1.0,3,2,2,0.61198738170347,62.0,2.899137802864845
0.76,4,5,4,0.621043627031651,57.0,2.8264819122011025
0.31,2,0,3,0.6234067207415991,60.0,2.4372115213907883
0.52,4,3,6,0.6068702290076335,55.0,2.76278844647939
0.34,3,2,4,0.6135105204872646,59.0,2.5768197453450252
0.31,3,3,6,0.5954545454545455,60.0,2.6368541863364383
0.7,1,4,2,0.5865051903114188,60.0,2.7905196648653097
0.33,1,5,3,0.5726681127982648,59.0,2.5205158202241065
0.7,4,4,3,0.6182136602451839,57.0,2.8301943396169813
0.25,4,3,4,0.6259351620947631,55.0,2.4734591162984683
0.91,2,1,4,0.6194690265486726,57.0,2.8679260799399975
0.3,2,5,4,0.584090909090909,62.0,2.5418497201841026
1.01,3,2,2,0.6190845616757176,57.0,2.9166761904606413
1.01,2,0,3,0.5932721712538226,59.0,2.8851343122981294
0.9,3,4,1,0.5837922895357985,62.0,2.863040342014062
0.3,3,3,6,0.6168224299065421,58.0,2.6307793522072505
1.18,3,2,1,0.6159527326440177,57.0,2.9168476134347503
1.5,2,6,1,0.5865771812080537,57.0,3.0176149522429134
0.71,3,4,4,0.6182136602451838,59.0,2.8167356993512898
0.69,2,6,2,0.5763000852514919,62.0,2.776328510821441
1.32,4,3,5,0.6165839829907866,56.0,3.0810712422792172
0.62,4,5,3,0.6196150320806599,57.0,2.7790286072654955
0.4,2,3,2,0.6165413533834587,61.0,2.5518620652378528
0.36,4,6,1,0.6226622662266227,57.0,2.507189661752776
0.53,2,5,3,0.590909090909091,60.0,2.721580423210014
1.0,0,4,4,0.6479550922213313,61.0,2.952795285826635
0.4,3,5,7,0.6126315789473684,58.0,2.7138533490223824
1.09,4,2,1,0.6004447739065976,59.0,2.8956864471140515
0.55,2,4,3,0.6197718631178707,55.4,2.7355072655725117
1.0,3,5,2,0.6025437201907791,62.0,2.9359836511806394
1.01,3,1,2,0.6157407407407407,58.0,2.8774989139876315
1.22,3,3,0,0.5912040374909876,60.0,2.8108717508986425
0.59,3,6,1,0.6264150943396226,61.0,2.714958563219704
0.71,3,5,3,0.5900514579759862,59.0,2.81158318390191
0.3,2,3,7,0.6137689614935822,59.0,2.592874852359828
0.67,2,3,3,0.6177260519247986,59.7,2.768393035679724
0.31,1,6,2,0.6374133949191685,54.0,2.519325306505692
0.31,4,6,3,0.6175115207373273,56.0,2.5688518836242777
0.5,1,6,1,0.6185770750988141,63.0,2.6587591090582086
0.35,4,5,2,0.6226622662266227,56.0,2.5337718918639855
0.31,3,4,2,0.6050228310502284,60.0,2.5489213404889526
1.06,2,3,1,0.6109422492401215,62.0,2.886866813692658
1.02,4,3,5,0.6267496111975117,57.0,3.005994011970084
1.21,3,4,4,0.601297764960346,58.0,3.0225816779700097
1.57,2,0,3,0.6264406779661017,60.0,2.993993987969916
0.7,4,6,2,0.6245614035087719,56.0,2.8049955436684746
1.59,4,1,1,0.6051417270929466,55.0,3.01695210435963
0.32,4,0,3,0.6150392817059485,53.0,2.4523458157445903
0.23,1,5,6,0.5627283800243605,62.0,2.49218779388713
0.25,3,5,5,0.6153846153846155,59.0,2.5704085278414404
1.52,0,2,0,0.6543909348441926,62.0,2.9058561561095897
0.42,3,4,7,0.6217616580310882,56.0,2.6899814125751873
0.3,3,6,2,0.625,59.0,2.5007998720409437
1.55,4,4,3,0.6179624664879356,54.0,3.1054790290710383
0.28,4,2,4,0.6175771971496438,57.0,2.4917865077088766
0.32,2,1,5,0.6298850574712644,57.0,2.515949125081825
0.53,4,6,6,0.6248794599807136,54.0,2.8238271901800225
1.02,3,3,2,0.609907120743034,59.0,2.908436005828562
0.51,4,5,2,0.6198830409356726,55.0,2.683840531775314
0.41,4,4,3,0.621196222455404,56.0,2.6
0.83,4,5,3,0.6180613090306545,57.0,2.862865697164294
1.5,4,2,4,0.6131883072739632,55.0,3.0361159398152107
1.5,4,2,5,0.6129692832764505,56.0,3.002498959200486
0.32,4,3,5,0.6063348416289593,57.0,2.5676837811537463
1.03,3,2,0,0.6294256490952006,59.0,2.784959604733972
0.37,2,2,2,0.6263736263736264,63.0,2.5333771926027913
1.51,4,6,2,0.6188219363574814,57.0,3.0625153060841996
0.9,4,2,1,0.6151368760064412,56.0,2.8696689704563485
0.41,3,3,3,0.5979166666666667,61.0,2.6395075298244555
0.4,4,3,6,0.6195995785036881,56.0,2.6362852652928135
0.3,2,1,6,0.6251468860164513,60.0,2.512767398706056
0.41,4,4,6,0.6205450733752621,57.0,2.6855167100578616
0.3,2,5,3,0.628235294117647,59.0,2.5473515658424537
1.01,2,5,1,0.6325727773406765,58.0,2.865135249861688
1.2,2,4,3,0.611111111111111,58.0,3.00266548253381
0.92,2,6,4,0.6194690265486726,58.0,2.988143236192
0.32,4,5,3,0.622876557191393,57.0,2.5600781238079438
0.41,2,5,3,0.6247379454926625,56.0,2.620496136230695
0.72,3,5,2,0.6205083260297984,58.0,2.788727308289572
0.32,2,1,3,0.6344827586206897,55.0,2.5211108662651074
0.9,0,1,0,0.6722972972972973,60.0,2.7364210202379313
1.06,4,6,2,0.6256725595695619,56.0,2.9610808837314795
0.55,4,5,2,0.6073793755912961,57.0,2.723784132415783
0.58,2,5,4,0.6291079812206574,54.0,2.7642358799494664
0.31,4,6,3,0.6153846153846153,56.0,2.5688518836242777
0.91,0,5,1,0.645,60.0,2.836370920736567
0.73,2,2,4,0.6164502164502165,59.0,2.8069556462473715
1.01,1,4,1,0.6357199055861525,59.0,2.8851343122981294
0.76,2,4,5,0.6287683031869079,58.0,2.8635642126552705
1.21,4,2,3,0.6293294030950626,55.0,2.9873064790878083
0.53,4,5,2,0.6192307692307694,55.0,2.696108306429844
0.7,2,3,1,0.6330935251798561,57.0,2.7391604553220317
0.3,3,3,7,0.6155632984901278,60.0,2.6197328108034226
1.04,4,2,2,0.6233565351894819,57.0,2.9218145047213384
0.36,4,3,4,0.6163934426229509,56.0,2.614765763887848
1.67,1,0,2,0.5880829015544041,61.0,2.9981661061388847
0.31,2,5,5,0.6416861826697894,55.0,2.565345980564805
1.02,4,6,1,0.6170542635658914,58.0,2.932405156181526
0.31,3,5,4,0.6166281755196305,58.0,2.6168683574073803
0.7,2,3,1,0.6311111111111111,57.0,2.7289191999764304
0.36,2,3,4,0.6120218579234973,60.0,2.5667099563448925
1.52,2,5,2,0.6348122866894198,58.0,3.0531950478146657
0.5,4,2,3,0.6234021632251721,58.0,2.6914680009244027
1.0,1,2,3,0.6391096979332272,57.0,2.871933146854223
0.55,2,5,1,0.6252390057361377,54.0,2.6685201891685213
0.71,2,0,3,0.6278659611992945,61.0,2.7398905087612535
2.14,3,2,1,0.6115107913669064,57.0,3.083018001893599
0.37,4,2,3,0.6072961373390557,58.0,2.5302173819654312
1.5,2,0,6,0.6226546212647672,62.0,3.0063266622241835
1.18,2,5,0,0.5992673992673994,63.0,2.8420063335608527
0.7,2,5,1,0.6008658008658009,56.0,2.781366570590795
2.0,0,2,1,0.6585677749360614,58.0,3.072132809629167
0.57,3,2,2,0.6162464985994397,58.0,2.669831455354439
0.5,3,3,4,0.6072477962781586,60.0,2.719007171744863
1.0,2,5,2,0.6321568627450981,57.0,2.9313819266687173
0.45,4,0,6,0.6194331983805669,56.0,2.624118899745208
1.04,4,3,1,0.6194144838212634,58.0,2.917533204609675
0.64,4,3,1,0.6216216216216217,53.0,2.6587591090582086
0.53,3,5,3,0.6088631984585743,60.0,2.729651992470835
0.81,3,2,1,0.6033333333333334,59.0,2.7856776554368237
0.6,4,5,3,0.6115702479338843,56.0,2.7640549922170505
0.31,1,4,2,0.6310904872389791,55.0,2.4991998719590236
2.18,3,0,1,0.6262135922330098,58.0,3.0773365106858237
0.4,1,5,2,0.6320254506892895,56.0,2.555777768116782
1.5,1,5,1,0.6325136612021858,57.0,3.0225816779700097
0.27,4,3,7,0.6209386281588449,56.0,2.5379125280434707
0.9,2,2,3,0.6080645161290323,58.0,2.8750652166516155
0.24,2,5,4,0.6014669926650367,57.0,2.4361855430159665
1.01,3,3,1,0.6237234878240377,59.0,2.8936136576951665
1.4,3,1,4,0.6157053509381515,59.0,2.9919893047937185
0.33,1,4,3,0.6318181818181817,56.0,2.5497058653891824
0.3,1,5,2,0.635933806146572,57.0,2.5029982021567654
0.3,4,5,3,0.6231038506417735,56.0,2.5302173819654312
1.02,4,2,1,0.6039755351681958,57.0,2.8955137713366175
0.38,4,2,3,0.6275787187839305,56.0,2.6076809620810595
1.01,3,1,2,0.6268656716417911,58.0,2.8483328457187023
0.4,4,3,6,0.6169989506820566,57.0,2.621831420972752
0.38,2,1,7,0.5949367088607594,57.0,2.6260236099471763
0.51,4,5,3,0.6150832517140058,57.0,2.722498852157701
0.71,3,1,3,0.5970915312232677,60.0,2.7499090894064118
0.4,4,5,3,0.6128016789087093,57.0,2.654806960967219
0.7,4,4,2,0.6255506607929515,55.0,2.8083803161252927
0.62,4,4,1,0.6176203451407811,55.0,2.6866335812685733
1.13,2,3,2,0.6314199395770392,58.0,2.9354727046934026
0.31,4,3,3,0.6169724770642202,55.0,2.558906016249913
1.03,3,3,3,0.6234375,59.0,2.958546940645019
1.0,1,1,3,0.5972222222222222,64.0,2.88652039660211
0.5,4,5,2,0.6227897838899804,56.0,2.692768092502583
1.55,4,1,4,0.6192075218267293,55.0,3.051556979641704
0.3,4,5,3,0.6263096623981373,54.0,2.595765782962708
0.71,4,5,4,0.6042918454935623,56.0,2.8430617298961343
1.0,1,4,3,0.6253918495297807,57.0,2.9375159574034657
2.03,4,0,1,0.6317103620474407,55.0,3.0641475160311717
0.74,4,4,3,0.6213425129087778,56.0,2.8409505451520976
1.3,4,3,5,0.6091872791519434,57.0,3.062678566222711
0.33,4,1,6,0.6216216216216216,54.0,2.543816031084009
0.63,2,5,2,0.6114649681528662,57.6,2.752635101134911
2.24,3,2,1,0.6185074626865671,58.0,3.0492622058458667
0.55,2,5,2,0.5970149253731344,60.0,2.711457172813172
0.6,2,6,5,0.6060054595086443,57.0,2.823295946230221
0.32,4,5,1,0.6265607264472192,55.0,2.5211108662651074
1.01,3,2,2,0.6184926184926185,61.0,2.900861940872057
0.73,2,4,2,0.6135389888603257,56.0,2.822233158334017
1.0,2,4,7,0.632,63.0,3.035621847332108
0.43,4,3,6,0.6141248720573184,55.0,2.6638318265235887
1.54,3,2,3,0.6102150537634409,60.0,3.0531950478146657
2.01,2,2,1,0.6316447779862414,57.0,3.0914397940118454
0.8,2,5,4,0.6316680779000847,54.0,2.872455395650209
0.7,1,5,1,0.6347517730496455,56.0,2.7937430089397988
1.42,4,0,3,0.6169772256728778,56.0,2.9966648127543394
1.02,1,6,1,0.6149019607843137,61.0,2.8932680484186046
1.08,4,3,4,0.6201667930250189,55.0,2.9701851794122196
1.31,2,1,3,0.6116642958748222,58.0,2.9735500668392993
0.32,3,3,5,0.6157354618015964,60.0,2.6157216977346804
0.71,4,5,2,0.6060085836909872,56.0,2.8579713084634
0.35,1,2,2,0.6327433628318584,54.0,2.4945941553687647
1.02,2,4,2,0.6253918495297807,57.0,2.9166761904606413
0.32,4,6,1,0.6277205040091638,57.0,2.533179819910146
0.9,4,3,2,0.6213592233009709,56.0,2.886866813692658
0.32,4,5,3,0.6173120728929384,55.0,2.5600781238079438
0.4,3,5,2,0.6137787056367433,58.0,2.6042273326267042
0.34,1,3,3,0.6314606741573034,57.0,2.5278449319529077
0.25,2,2,5,0.63,54.0,2.4791127445116325
0.52,4,1,2,0.6183574879227053,54.0,2.6453733195902616
0.31,3,1,6,0.6218097447795823,60.0,2.5682678987987213
2.16,4,1,2,0.6200241254523523,56.0,3.1304951684997055
0.38,4,2,3,0.6235167206040994,57.0,2.5706030420895405
0.31,2,6,2,0.6310904872389791,57.0,2.5682678987987213
0.54,2,4,3,0.581547064305685,60.0,2.7105350025410115
0.35,2,4,1,0.6281908990011098,55.0,2.4760856204905357
1.6,3,4,2,0.6046204620462046,58.0,3.0693647551244214
0.7,3,6,1,0.6295313881520779,56.0,2.7774088643914134
0.73,4,6,4,0.6090675791274593,55.0,2.8771513689759183
0.4,3,6,2,0.5987394957983194,60.0,2.578565492672234
0.35,4,5,6,0.6179401993355481,56.0,2.621831420972752
1.51,4,5,4,0.6146540027137042,57.0,3.136558623714851
0.9,3,4,0,0.6191247974068071,59.0,2.783522947633089
0.73,0,3,3,0.6006825938566553,65.0,2.7899820787954894
0.9,2,2,5,0.5993589743589743,61.0,2.90551200307278
1.71,4,0,4,0.6160889470241988,57.0,3.047786081732115
0.44,1,4,2,0.6383419689119172,54.0,2.574490240804964
0.32,3,2,2,0.6192660550458717,58.0,2.5211108662651074
1.23,4,3,6,0.6194302410518627,56.0,3.0440105124654218
0.76,1,3,2,0.5773710482529119,63.0,2.793385043276347
0.38,2,6,3,0.6153846153846153,62.0,2.6019223662515376
0.72,1,4,0,0.634920634920635,58.0,2.6572542219366215
1.35,3,3,3,0.6277580071174377,59.0,3.025888299326332
0.32,4,4,5,0.6214689265536723,54.0,2.6298288917722386
0.7,3,2,3,0.6222611744084137,58.0,2.7635122579789653
0.8,4,6,3,0.6103678929765886,57.0,2.8872131892189743
0.5,4,2,2,0.61284046692607,56.0,2.7236005580848306
0.41,4,2,4,0.6182965299684542,56.0,2.5729360660537215
1.2,2,3,1,0.6249078850405306,57.0,2.9267729669381604
0.3,4,3,2,0.6093928980526919,57.0,2.4586581706288495
0.78,4,1,4,0.6194092827004218,56.0,2.8356657066727737
0.51,3,4,4,0.6091954022988506,57.0,2.7413500323745597
0.32,3,2,3,0.6171428571428572,59.0,2.5444056280396805
2.06,4,1,1,0.6237745098039216,57.0,3.0946728421595715
0.3,2,2,4,0.6191024165707709,55.0,2.508585258666725
0.32,4,2,4,0.6103603603603605,56.0,2.522498761149349
0.42,4,6,5,0.6255230125523014,56.0,2.6814175355583845
0.51,1,6,1,0.6377952755905513,56.0,2.659511233290809
0.39,3,3,4,0.6260683760683762,58.0,2.6457513110645907
0.51,2,3,2,0.6032977691561591,61.0,2.665895721891612
1.75,3,3,3,0.6283828382838283,59.0,3.1135189095298585
0.31,4,3,4,0.621403912543153,55.0,2.5373214222876848
0.3,4,6,2,0.6102088167053363,57.0,2.512767398706056
1.01,1,3,2,0.6393054459352802,57.0,2.9067163604314747
1.01,1,5,2,0.6426858513189447,59.0,2.930870177950569
0.41,2,4,2,0.6305732484076433,56.0,2.603459237245707
0.34,4,4,3,0.6286353467561521,55.0,2.6038433132583076
1.2,4,1,2,0.601164483260553,56.0,2.9371755139929925
0.55,3,6,5,0.6117424242424243,57.0,2.7872925931807018
0.7,3,1,4,0.6287744227353463,61.0,2.7770487932335652
0.9,2,5,2,0.6290322580645162,55.0,2.8738475951240003
0.56,2,5,4,0.6188679245283019,57.0,2.7602536115364473
0.57,2,3,3,0.6067415730337079,58.0,2.7121946832777324
0.9,2,4,1,0.6026962727993656,57.0,2.8576213884977837
0.71,3,0,2,0.6103781882145998,61.0,2.7431733448690405
1.04,2,3,4,0.6313328137178488,57.0,2.967322024991558
0.8,1,4,2,0.6376068376068377,59.0,2.826128093346089
1.14,3,1,2,0.5909090909090909,58.0,2.911013569188574
0.48,4,0,4,0.6216484607745779,54.0,2.599615356163292
0.31,4,3,6,0.5904977375565611,62.0,2.574296020274281
1.08,3,3,2,0.5941485371342836,60.0,2.9199315060459896
0.52,2,5,1,0.6262230919765167,58.0,2.6877499883731746
0.7,2,2,4,0.6034782608695652,63.0,2.780467586576042
0.32,3,6,3,0.6027088036117382,60.0,2.6227847795806656
0.35,3,3,6,0.6179401993355481,57.0,2.6468849616105343
1.18,4,3,5,0.6220588235294118,54.0,3.0220853727186463
0.91,2,4,4,0.6347402597402597,56.0,2.909295447354909
1.01,2,3,3,0.5993836671802774,60.0,2.9426178820907074
0.72,3,6,2,0.6299212598425197,57.0,2.80178514522438
1.53,2,4,2,0.6188219363574814,56.0,3.0729464687820385
0.4,4,3,6,0.6225026288117771,54.0,2.6362852652928135
0.73,2,3,4,0.6199134199134199,57.0,2.818865019826242
0.51,4,5,3,0.6236559139784946,57.0,2.722498852157701
1.5,3,5,2,0.5998663994655979,58.0,3.0618621784789726
0.46,4,0,6,0.625254582484725,56.0,2.619160170741759
0.4,2,6,5,0.5844559585492228,60.0,2.6237377917772196
1.0,0,6,6,0.5669172932330827,68.0,3.0468016016800306
1.13,3,2,2,0.6195488721804511,58.0,2.9201027379186506
1.07,0,3,0,0.6481481481481481,56.0,2.788010043023518
0.39,2,3,6,0.6229860365198712,59.0,2.610747019532915
1.71,2,1,3,0.6278145695364239,59.0,3.062678566222711
0.37,3,3,3,0.6123778501628664,60.0,2.593260495977988
0.59,4,5,1,0.62152133580705,55.0,2.6756307667538883
0.96,4,4,4,0.6116352201257862,56.0,2.939727878562912
2.31,2,0,3,0.59696261682243,60.0,3.0990321069650117
1.25,3,2,1,0.6207396664249457,58.0,2.9480502031003475
1.6,4,4,1,0.6174318030605455,56.0,3.042367499169027
0.75,1,5,3,0.625543006081668,58.0,2.8344311598625924
0.71,4,1,4,0.6153846153846153,60.0,2.792131802046601
1.01,3,3,2,0.6269592476489029,59.0,2.911700534052223
2.22,4,1,3,0.612730517549078,56.0,3.1333687941255812
0.37,3,6,2,0.6265060240963856,58.0,2.602498799231231
0.41,4,5,5,0.6165099268547545,56.0,2.695737375932604
1.52,4,0,2,0.6190476190476191,57.0,2.9868043123043733
0.74,3,4,1,0.6144578313253011,57.0,2.784420945187706
0.31,3,5,4,0.6095890410958904,58.0,2.6168683574073803
2.07,3,1,2,0.5942376950780313,61.0,3.105157000861631
1.01,0,5,2,0.6471054718477399,56.0,2.919589012172775
0.33,2,2,7,0.6159014557670773,55.0,2.5841826560829633
0.61,2,2,4,0.6014362657091562,56.0,2.7678511520672493
0.72,4,3,2,0.6140503035559409,56.0,2.809982206349357
2.09,4,0,4,0.6122202056866303,59.0,3.102740723940691
