carat,cut,color,clarity,depth,table,price
1.5,Very Good,E,SI2,0.6348547717842323,60.0,9.218
0.7,Fair,I,SI2,0.6587591240875912,58.0,7.393
0.38,Ideal,E,SI2,0.621505376344086,56.0,6.497
0.33,Premium,H,VS1,0.5948945615982242,59.0,6.361
1.54,Premium,D,VS2,0.6265389876880985,59.0,9.736
1.71,Premium,J,SI1,0.6294349540078844,58.0,9.088
0.9,Good,F,VS1,0.6381192275398824,56.0,8.23
0.74,Very Good,D,SI1,0.614853195164076,59.0,8.051
0.46,Ideal,J,VVS1,0.6181818181818183,56.0,6.926
0.72,Premium,D,VS2,0.6015557476231633,60.0,8.021
0.73,Ideal,I,VS1,0.6151202749140894,55.0,7.975
1.52,Premium,H,SI1,0.601078167115903,60.0,9.206
1.01,Premium,E,SI2,0.6280344557556774,57.0,8.307
0.43,Premium,D,SI1,0.6120331950207469,60.0,6.652
0.41,Ideal,E,SI1,0.6252631578947369,55.0,6.627
1.03,Good,E,SI2,0.6377269139700079,62.0,8.355
0.47,Ideal,G,IF,0.6213786213786213,54.0,7.503
0.73,Very Good,G,SI1,0.5976027397260274,61.0,7.754
0.63,Ideal,H,VS1,0.6099547511312217,57.0,7.621
0.41,Ideal,G,SI1,0.6173096976016684,54.0,6.534
1.21,Ideal,J,VS2,0.5962643678160919,57.0,8.511
0.39,Premium,G,SI1,0.6137566137566138,56.0,6.842
0.31,Premium,D,VVS1,0.6271777003484321,58.0,6.848
1.07,Ideal,G,VS2,0.6155015197568389,57.0,8.933
0.4,Premium,G,VVS1,0.6170212765957447,58.0,7.09
0.3,Good,H,SI2,0.631578947368421,55.0,5.935
1.23,Ideal,H,SI1,0.6170520231213872,55.0,8.817
0.35,Premium,F,VS1,0.6074561403508771,58.0,6.892
0.56,Premium,D,VS2,0.6145146088595664,58.0,7.555
0.41,Ideal,F,VS2,0.6077003121748179,56.0,6.76
0.38,Premium,E,VS1,0.6074866310160426,59.0,6.974
0.38,Ideal,F,SI1,0.6170212765957448,56.0,6.641
0.7,Very Good,E,VS1,0.6224580017683466,57.0,8.027
1.75,Premium,E,SI2,0.609143593045718,59.0,9.412
1.11,Very Good,E,SI2,0.6171341925701289,63.0,8.337
0.72,Very Good,F,VS2,0.596401028277635,63.0,7.91
0.51,Ideal,F,VVS1,0.6198830409356725,57.0,7.942
0.3,Ideal,E,VVS2,0.6186046511627906,57.0,6.671
0.31,Very Good,G,VS1,0.6277712952158693,58.0,6.438
0.82,Very Good,E,SI1,0.6309623430962343,58.0,8.096
1.01,Premium,G,VVS2,0.6129788897576232,61.0,8.775
1.47,Premium,G,VS2,0.6280193236714976,57.0,9.316
0.73,Very Good,E,VVS2,0.6020583190394511,60.0,8.179
0.31,Premium,E,VS2,0.6100917431192662,59.0,6.522
0.35,Ideal,E,IF,0.6223698781838317,56.0,7.088
0.7,Very Good,I,VS1,0.6194225721784777,58.0,7.742
0.34,Premium,E,SI1,0.5929978118161925,58.0,6.417
0.35,Ideal,D,VS2,0.62,55.0,6.969
1.01,Very Good,G,VS1,0.6230529595015576,60.0,8.759
1.52,Good,I,SI1,0.6413268832066344,57.0,9.088
0.4,Premium,D,SI2,0.6111696522655427,58.0,6.501
0.76,Very Good,G,VS2,0.6209813874788493,54.0,8.003
0.75,Very Good,E,VS2,0.6225279449699055,56.0,8.121
0.54,Ideal,H,VS2,0.616412213740458,55.0,7.281
1.06,Very Good,G,VS2,0.6010518407212623,58.0,8.734
0.5,Premium,E,SI1,0.623046875,58.0,7.182
1.0,Good,F,SI1,0.6402535657686212,57.0,8.383
0.43,Ideal,G,IF,0.6253869969040247,54.0,7.184
2.36,Ideal,J,VS1,0.6157434402332362,57.0,9.789
0.38,Ideal,G,VS1,0.6208378088077338,56.0,6.947
0.33,Very Good,I,VS2,0.6255707762557078,58.0,6.138
0.9,Fair,D,VS2,0.5737051792828685,65.0,8.361
1.14,Premium,G,SI2,0.6108228317272054,59.0,8.453
0.51,Very Good,E,VVS1,0.5967276227141483,59.0,7.77
0.71,Premium,E,SI2,0.5896346644010196,60.0,7.787
1.01,Good,E,VS2,0.6369426751592357,56.0,8.754
0.54,Ideal,E,VS1,0.6100094428706326,56.0,7.621
0.5,Good,E,VS1,0.6098039215686275,58.2,7.566
0.7,Ideal,G,VS1,0.6255506607929514,56.0,7.89
1.01,Very Good,J,VS2,0.606060606060606,59.0,8.375
0.75,Very Good,I,SI1,0.5908319185059422,58.0,7.687
1.52,Ideal,H,SI1,0.6136054421768707,57.0,9.154
1.15,Ideal,F,VVS2,0.6266866566716641,57.0,9.283
2.0,Premium,J,SI2,0.6191950464396285,55.0,9.384
1.01,Very Good,H,SI1,0.6326530612244899,56.0,8.449
1.04,Ideal,G,VS2,0.6259659969088098,55.0,8.747
0.32,Ideal,E,IF,0.6110484780157834,58.0,6.926
0.71,Good,G,VVS1,0.6272084805653709,61.0,8.03
1.18,Premium,H,SI2,0.5868005738880918,60.0,8.508
1.52,Fair,H,VS2,0.6224066390041494,66.0,9.068
1.7,Very Good,H,VS1,0.6276595744680851,57.0,9.557
0.74,Premium,E,VS1,0.6087704213241617,62.0,8.006
0.91,Ideal,G,SI2,0.6215780998389694,57.0,8.139
0.96,Premium,E,SI2,0.581986143187067,58.0,8.403
1.51,Premium,H,SI1,0.6072874493927125,59.0,9.212
1.35,Very Good,J,VS1,0.6209335219236208,56.0,8.659
0.65,Ideal,H,VVS2,0.6164874551971326,58.0,7.701
0.31,Good,D,SI1,0.6394399066511085,54.0,6.596
0.57,Premium,J,SI2,0.6271510516252389,60.0,6.847
1.7,Premium,G,SI2,0.6217277486910995,59.0,8.911
0.72,Ideal,J,SI1,0.6227233304423243,56.0,7.53
0.64,Very Good,D,SI2,0.6279491833030854,54.0,7.396
0.23,Very Good,F,VVS2,0.6034912718204489,58.0,6.273
1.24,Ideal,H,SI2,0.6201888162672476,56.0,8.683
0.33,Ideal,F,VVS1,0.6200676437429538,59.0,6.72
1.31,Premium,J,SI2,0.5970149253731344,59.0,8.215
1.44,Ideal,D,SI1,0.630117973629424,55.0,9.28
0.78,Premium,E,VS2,0.6283261802575107,60.0,8.159
0.41,Premium,E,SI1,0.6124999999999999,59.0,6.558
1.04,Premium,F,VVS2,0.6159754224270353,59.0,9.16
0.72,Ideal,G,VVS2,0.6202090592334495,55.0,8.117
1.1,Ideal,D,VVS2,0.6201667930250189,57.0,9.318
1.24,Ideal,J,SI2,0.616279069767442,57.0,8.448
0.71,Good,F,SI2,0.6434316353887399,55.6,7.733
0.36,Ideal,E,VS2,0.6110509209100757,56.0,6.671
0.3,Ideal,E,VVS2,0.6020524515393387,57.0,6.671
0.67,Ideal,G,VS2,0.613896218117854,57.0,7.555
0.34,Good,F,SI1,0.6186252771618626,56.0,6.365
0.6,Very Good,G,SI1,0.6351606805293005,59.9,7.356
1.1,Premium,H,VS2,0.6135338345864662,58.0,8.64
0.33,Ideal,F,VS1,0.6122905027932962,56.0,6.833
1.72,Fair,F,SI1,0.6483957219251336,58.0,9.519
1.09,Ideal,H,SI1,0.6085011185682326,55.0,8.599
1.17,Premium,F,I1,0.6216617210682494,58.0,8.29
0.9,Ideal,I,VS1,0.6287571080422422,58.0,8.26
0.92,Ideal,J,SI1,0.6225059856344772,56.0,8.061
0.31,Ideal,E,VS1,0.6182237600922722,56.0,6.599
1.6,Very Good,I,SI2,0.6223118279569892,59.0,8.975
2.2,Premium,H,SI2,0.581518540317834,59.0,9.319
0.5,Premium,D,VS2,0.6211671612265085,58.0,7.469
0.32,Ideal,F,VS1,0.6188850967007965,57.0,6.574
0.31,Ideal,G,VVS1,0.6095890410958903,56.0,6.671
0.72,Ideal,F,SI2,0.6175195143104943,57.0,7.806
1.01,Premium,F,VS2,0.6114151681000782,59.0,8.716
0.9,Very Good,J,VS2,0.6305418719211823,57.0,8.001
1.02,Premium,G,VS2,0.6247086247086246,58.0,8.767
1.31,Very Good,I,SI1,0.6261749819233551,59.0,8.808
1.01,Premium,E,SI1,0.623924941360438,58.0,8.389
1.59,Premium,H,SI2,0.6261808367071524,59.0,9.147
1.52,Very Good,H,SI1,0.6085790884718498,59.0,9.174
1.01,Good,D,VS2,0.6253968253968254,62.0,8.789
0.57,Ideal,E,SI1,0.6074074074074073,55.0,7.421
1.09,Ideal,F,IF,0.6155003762227239,55.0,9.38
0.62,Premium,E,SI2,0.6110607434270172,59.0,7.365
0.51,Ideal,F,VS2,0.6061776061776062,56.0,7.358
1.63,Ideal,F,SI1,0.6159947124917383,56.0,9.5
0.59,Very Good,G,VS2,0.6277097078228088,59.0,7.392
2.04,Premium,J,VS2,0.6143386897404203,59.0,9.518
0.4,Premium,F,VS1,0.6245989304812833,59.0,6.957
0.35,Premium,E,SI1,0.6079295154185022,60.0,6.42
0.71,Very Good,E,VVS1,0.6302816901408451,57.0,8.245
1.1,Very Good,J,VS1,0.6094100074682599,59.0,8.422
1.21,Ideal,J,VS1,0.6232626188734455,55.0,8.598
0.7,Premium,F,SI2,0.6179577464788732,60.0,7.702
0.2,Ideal,E,VS2,0.6221628838451269,57.0,5.905
0.56,Ideal,F,VS2,0.6270066100094428,55.0,7.748
0.23,Premium,D,VVS2,0.5889724310776943,60.0,6.534
0.52,Ideal,D,VS2,0.6196911196911197,56.0,7.426
0.25,Very Good,E,VVS2,0.6216216216216215,57.0,6.306
0.38,Ideal,G,SI1,0.6229860365198712,54.0,6.876
1.0,Premium,E,I1,0.6087636932707355,61.0,8.184
0.42,Premium,E,VS1,0.595482546201232,59.0,7.074
1.21,Fair,J,SI2,0.6457399103139014,59.0,8.29
1.0,Premium,F,SI1,0.6063912704598597,62.0,8.596
0.41,Ideal,E,VS1,0.6231578947368421,53.0,6.76
0.3,Ideal,H,VS1,0.6205305651672434,54.0,6.515
0.72,Ideal,E,VS2,0.6214099216710183,57.0,8.082
1.16,Premium,H,SI1,0.6191536748329621,59.0,8.535
0.53,Very Good,E,VVS2,0.6211538461538463,55.0,7.732
1.24,Ideal,J,VS2,0.6180758017492712,58.0,8.587
0.34,Ideal,E,VS2,0.6241610738255032,56.0,6.613
0.5,Good,G,VS2,0.5790987535953979,61.0,7.255
0.38,Ideal,F,VS2,0.6206896551724137,57.0,6.933
0.9,Fair,E,I1,0.599025974025974,66.0,7.668
0.52,Ideal,F,VVS1,0.6115384615384616,56.0,7.952
0.7,Ideal,F,SI1,0.6102877070619007,56.0,7.901
1.04,Ideal,E,SI2,0.6140888208269526,56.0,8.495
0.32,Ideal,D,VS2,0.6266968325791855,57.0,6.631
0.52,Ideal,E,SI2,0.6177606177606179,56.0,7.169
2.11,Ideal,I,SI1,0.6098439375750302,57.0,9.648
1.12,Premium,H,SI1,0.6191198786039454,59.0,8.574
0.4,Ideal,J,VS1,0.6223628691983123,54.0,6.45
2.03,Ideal,G,SI1,0.6031553398058253,56.0,9.694
1.05,Ideal,H,VS2,0.613740458015267,55.0,8.698
1.51,Ideal,I,SI1,0.6261107313738893,55.0,9.142
1.02,Very Good,I,SI2,0.6322378716744913,60.0,8.332
0.8,Ideal,F,SI1,0.6236193712829227,57.0,7.969
0.82,Ideal,D,SI1,0.6220735785953178,55.0,8.327
0.32,Premium,D,SI1,0.6090909090909091,60.0,6.378
1.26,Very Good,G,SI1,0.6167272727272728,60.0,8.815
0.31,Very Good,E,IF,0.6063348416289593,60.0,6.85
1.23,Good,J,SI2,0.6327433628318584,57.5,8.516
0.3,Very Good,H,SI1,0.5951557093425606,62.0,6.043
0.71,Fair,F,SI2,0.6522522522522523,55.5,7.651
0.42,Ideal,F,SI1,0.6203319502074689,57.0,6.9
1.0,Premium,G,VS2,0.6133333333333334,62.0,8.707
1.13,Ideal,G,VS1,0.6096654275092936,56.4,8.963
1.21,Ideal,H,VS2,0.6235294117647059,59.0,8.887
1.22,Premium,H,VS2,0.6265590608950844,59.0,8.73
0.31,Very Good,E,VVS1,0.6033898305084745,57.0,6.623
2.01,Very Good,I,VS2,0.6268844221105527,58.0,9.719
0.7,Fair,J,VVS1,0.6763901549680948,54.0,7.433
0.4,Ideal,I,VS1,0.6187961985216472,57.0,6.601
0.39,Premium,G,SI1,0.6240681576144835,58.0,6.778
0.37,Premium,G,VS2,0.6008583690987124,59.0,6.475
1.2,Premium,H,VS1,0.6268656716417911,58.0,8.814
0.41,Ideal,G,VVS2,0.604361370716511,56.0,6.915
1.2,Premium,H,SI1,0.6291635825314582,55.0,8.695
0.4,Ideal,E,VVS2,0.6210526315789474,55.0,7.054
2.02,Ideal,I,SI1,0.622991347342398,57.0,9.667
0.72,Ideal,I,SI2,0.6071118820468343,60.0,7.564
0.45,Premium,F,SI1,0.6108870967741935,58.0,6.953
2.07,Ideal,H,SI1,0.605515587529976,56.0,9.611
1.23,Premium,G,VS2,0.616279069767442,58.0,8.64
0.54,Ideal,G,VS1,0.6191832858499524,54.0,7.521
1.03,Ideal,E,VVS2,0.6062931696085955,59.0,9.211
1.01,Good,D,VS2,0.620744259699129,59.0,8.853
1.01,Premium,H,VS2,0.6258823529411766,60.0,8.465
0.33,Ideal,G,IF,0.6157303370786519,53.0,6.958
0.57,Ideal,D,VS2,0.620884289746002,56.0,7.53
0.43,Very Good,I,SI2,0.6153846153846154,54.0,6.538
0.31,Ideal,F,IF,0.6226851851851851,57.0,7.023
1.5,Premium,H,VS2,0.6210235131396957,59.0,9.133
1.02,Ideal,G,SI1,0.6284367635506677,57.0,8.528
0.58,Ideal,E,VVS2,0.6088560885608856,56.0,7.94
0.33,Ideal,F,VVS1,0.6167597765363129,54.0,6.795
0.34,Ideal,H,VVS1,0.6179775280898876,57.0,6.903
1.29,Ideal,D,VS1,0.6235632183908045,55.0,9.509
0.78,Very Good,E,VS1,0.6074450084602369,57.0,8.137
0.43,Ideal,I,SI1,0.6094069529652351,57.0,6.748
1.0,Premium,G,VVS2,0.6276346604215457,59.0,8.967
0.61,Ideal,G,VVS2,0.6237350505979761,53.8,7.754
1.18,Good,G,SI1,0.5795860099928621,59.0,8.816
0.9,Good,H,VS2,0.6361406377759607,55.0,8.236
2.01,Premium,J,SI1,0.6050836949783013,59.0,9.423
0.3,Premium,E,VVS2,0.6146682188591386,60.0,6.671
1.01,Good,F,SI2,0.6152635719905586,61.0,8.267
1.01,Good,G,SI1,0.6313291139240507,55.0,8.31
1.41,Premium,I,SI2,0.6286919831223629,59.0,8.817
1.52,Premium,J,VS1,0.6115254237288136,59.0,9.032
1.53,Very Good,I,VS1,0.6277966101694915,55.0,9.269
1.24,Very Good,F,VVS2,0.5895788722341184,58.0,9.327
0.31,Ideal,G,VVS1,0.6066134549600913,57.0,6.953
0.3,Ideal,E,VS2,0.6257242178447278,56.0,6.489
0.47,Ideal,E,VS1,0.6181455633100698,53.0,7.451
1.0,Premium,H,SI2,0.6103795507358637,57.0,8.302
0.52,Ideal,D,SI1,0.622093023255814,54.0,7.265
0.72,Ideal,E,SI1,0.6054888507718696,55.0,8.134
0.51,Ideal,F,VVS2,0.611969111969112,56.0,7.646
0.41,Premium,H,SI1,0.6259220231822973,59.0,6.775
0.71,Ideal,D,SI2,0.6234676007005253,56.0,7.924
0.31,Very Good,G,VVS1,0.6187214611872145,55.0,6.465
0.51,Premium,F,SI2,0.588686481303931,60.0,7.086
0.41,Ideal,E,VVS2,0.6004140786749482,57.0,7.125
1.31,Ideal,I,VS2,0.6170212765957447,55.0,8.854
0.32,Good,D,SI1,0.6368843069873997,55.0,6.628
1.51,Ideal,J,VS1,0.6156968876860622,58.0,8.996
1.27,Very Good,G,VVS2,0.6245461147421931,57.0,9.098
0.72,Ideal,E,SI2,0.6187175043327556,55.0,7.782
0.33,Premium,H,VS2,0.6127946127946128,60.0,6.504
1.71,Premium,H,SI2,0.6230366492146596,58.0,9.262
2.4,Fair,J,SI2,0.6538461538461539,56.0,9.669
0.98,Very Good,H,SI2,0.6219415943172849,60.0,8.407
0.91,Ideal,H,SI2,0.6025437201907791,57.0,8.121
0.56,Good,F,VS1,0.6298763082778307,59.0,7.472
0.79,Very Good,D,SI2,0.5965202982601492,58.0,7.965
0.31,Ideal,F,VVS1,0.623705408515535,55.0,6.719
0.56,Ideal,H,IF,0.612933458294283,56.0,7.666
0.43,Premium,G,VS1,0.6179196704428424,59.0,6.849
0.34,Good,H,VS1,0.6398210290827739,58.0,6.535
0.5,Fair,F,SI1,0.6505538771399799,59.0,6.902
0.42,Premium,D,SI1,0.6282722513089005,58.0,6.947
0.5,Good,G,VS2,0.6321036889332003,57.0,7.251
0.72,Ideal,E,VVS2,0.619254119687771,54.9,8.317
0.3,Ideal,H,VS1,0.6292397660818713,57.0,6.515
1.51,Premium,E,SI1,0.6301369863013698,58.0,9.382
1.08,Premium,F,SI2,0.6228003060443764,58.0,8.393
0.5,Very Good,F,IF,0.6135693215339233,60.0,7.713
0.41,Very Good,E,VS1,0.6203995793901157,57.0,6.984
0.3,Premium,G,VVS1,0.6261682242990656,58.0,6.671
1.22,Premium,H,VS2,0.6076867295141408,59.0,8.897
0.31,Premium,I,SI1,0.6225319396051104,59.0,6.26
1.03,Premium,F,VS2,0.6203703703703702,58.0,8.777
1.11,Ideal,G,VS2,0.6142322097378276,56.0,8.915
1.2,Premium,J,SI2,0.5872218234027279,59.0,8.452
0.25,Very Good,F,VVS2,0.6185819070904646,57.0,6.306
0.9,Premium,J,SI2,0.6302040816326531,59.0,7.907
0.29,Ideal,F,SI2,0.6059907834101382,59.0,6.207
1.2,Very Good,H,SI2,0.6072992700729928,60.0,8.483
0.7,Very Good,E,SI2,0.6105263157894738,62.0,7.71
0.33,Ideal,G,VVS1,0.620380739081747,56.0,6.766
0.33,Very Good,G,SI1,0.598233995584989,58.0,6.198
0.32,Premium,H,SI1,0.6202964652223489,58.0,6.133
0.32,Premium,E,VVS2,0.5988826815642458,58.0,6.736
0.35,Ideal,E,VVS1,0.6216814159292036,56.0,6.951
0.32,Ideal,E,VVS2,0.6225769669327252,56.0,6.985
0.36,Ideal,D,VS1,0.6173913043478261,55.0,6.998
0.59,Very Good,D,VS1,0.6262814538676608,58.0,7.72
1.04,Ideal,F,SI1,0.6089597570235383,56.0,8.665
0.7,Very Good,E,SI1,0.6318631863186318,60.0,7.929
0.5,Very Good,G,VVS2,0.6220472440944882,61.0,7.447
1.02,Premium,J,SI1,0.6182380216383307,58.0,8.257
0.32,Very Good,I,VS2,0.632183908045977,56.0,6.356
0.73,Fair,F,SI2,0.646900269541779,56.0,7.397
1.5,Fair,G,SI1,0.5608465608465609,62.0,8.896
0.5,Ideal,E,SI1,0.6220472440944882,57.0,7.251
0.33,Premium,G,VVS1,0.6138165345413363,60.0,7.016
1.0,Premium,F,SI2,0.6041828040278854,58.0,8.258
0.31,Very Good,E,SI2,0.6077097505668935,61.0,6.075
1.18,Ideal,F,VVS1,0.6152716593245228,55.6,9.492
0.34,Ideal,E,SI1,0.6135105204872646,54.0,6.64
0.54,Good,E,SI2,0.6388349514563106,54.0,7.014
2.02,Ideal,H,SI2,0.621454993834772,57.0,9.29
0.9,Good,G,SI2,0.6379170056956875,56.0,8.103
1.83,Premium,I,VS2,0.6054464851171628,60.0,9.215
0.7,Very Good,G,VS1,0.6198419666374012,57.0,8.048
1.0,Good,I,SI1,0.6324921135646687,56.0,8.298
1.23,Very Good,F,VS1,0.5908127208480566,58.0,9.179
0.51,Ideal,G,SI1,0.617332035053554,58.0,7.16
2.08,Premium,G,SI2,0.6227692307692307,60.0,9.464
0.7,Premium,F,SI1,0.6236749116607774,56.0,7.862
2.0,Premium,F,SI1,0.5883777239709443,61.0,9.751
2.33,Ideal,I,VS2,0.619917501473188,57.0,9.77
0.66,Very Good,E,VS1,0.6090026478375993,57.8,7.87
0.31,Premium,G,SI1,0.6143187066974596,58.0,6.136
0.41,Ideal,F,VVS2,0.6124999999999999,56.0,7.188
0.37,Premium,H,VS1,0.6088840736728061,60.0,6.725
1.05,Ideal,E,VS1,0.6259659969088098,57.0,8.957
0.7,Very Good,G,SI1,0.6283185840707964,56.0,7.742
0.77,Ideal,H,SI1,0.6129032258064515,56.0,8.036
1.52,Premium,E,SI2,0.610054347826087,59.0,9.232
0.54,Ideal,F,VS1,0.6250000000000001,56.0,7.506
1.54,Premium,F,SI2,0.619718309859155,56.0,8.921
2.05,Premium,J,VS2,0.6231527093596058,60.0,9.514
0.83,Ideal,E,VS2,0.6128500823723229,56.0,8.36
1.03,Premium,H,SI1,0.6180124223602484,58.0,8.28
0.5,Good,E,VVS2,0.6159921026653505,62.0,7.799
0.38,Ideal,F,VS1,0.5997888067581838,57.0,6.779
0.9,Good,H,SI2,0.6128769356153219,61.0,8.116
0.32,Very Good,I,SI1,0.5993265993265993,61.0,6.043
0.51,Ideal,G,VS1,0.6137463697967086,54.0,7.377
1.27,Very Good,J,VS2,0.6265409717186368,58.0,8.618
0.31,Ideal,E,VS2,0.6162657502863688,57.0,6.771
1.05,Very Good,G,SI1,0.620583717357911,56.0,8.609
1.01,Ideal,D,SI1,0.6082949308755761,56.0,8.689
0.58,Ideal,G,VS1,0.6049495875343721,56.0,7.549
0.36,Ideal,F,VS2,0.6150490730643402,55.0,6.693
0.71,Ideal,I,VS2,0.621172353455818,59.0,7.747
0.5,Very Good,H,VS1,0.6252465483234714,58.0,7.251
1.36,Good,F,SI1,0.5753237900477164,60.0,8.881
1.02,Premium,F,SI2,0.6266562743569758,59.0,8.349
2.0,Premium,I,VS1,0.6080495356037152,59.0,9.841
0.41,Very Good,E,VVS1,0.5981308411214954,62.0,6.963
0.33,Ideal,G,IF,0.6091825307950729,57.0,6.83
1.05,Ideal,G,VS2,0.6172650878533231,57.0,8.858
0.46,Good,G,VVS2,0.6027944111776448,60.5,7.127
2.11,Premium,G,SI2,0.6217870257037944,60.0,9.701
1.23,Very Good,J,VVS2,0.6124818577648765,57.0,8.642
1.0,Premium,H,VS2,0.629600626468285,59.0,8.474
0.89,Ideal,E,SI2,0.6237623762376237,56.0,8.14
0.71,Ideal,I,SI1,0.6147186147186147,55.0,7.909
0.36,Premium,G,VVS2,0.6192560175054704,58.0,6.959
1.56,Good,J,VS2,0.5755584756898817,65.0,8.849
1.01,Fair,E,SI1,0.5677517032551097,61.0,8.554
0.51,Ideal,D,VS1,0.617332035053554,54.0,7.52
0.9,Good,H,VVS1,0.6382978723404256,59.0,8.486
0.91,Ideal,G,SI2,0.6096,57.0,8.254
0.3,Ideal,G,VVS1,0.6191024165707709,54.0,6.639
0.95,Ideal,H,SI1,0.6192733017377567,56.0,8.509
1.73,Premium,I,SI2,0.61133069828722,62.0,8.892
0.34,Ideal,G,VVS2,0.6188340807174886,57.0,6.653
1.01,Ideal,E,VS1,0.6158631415241058,57.0,8.931
1.13,Very Good,H,VS2,0.6143497757847535,61.0,8.621
0.32,Premium,G,VS1,0.6176808266360504,60.0,6.719
0.41,Very Good,E,SI1,0.5928205128205128,59.0,6.624
2.03,Premium,G,SI1,0.6186075169439309,59.0,9.637
0.93,Good,G,SI2,0.6448445171849427,56.3,8.139
1.51,Ideal,J,VS1,0.6192411924119242,56.0,9.051
1.12,Premium,H,SI1,0.6116941529235382,59.0,8.443
0.91,Ideal,E,SI1,0.6193548387096774,55.0,8.439
1.71,Premium,I,SI2,0.605551969012266,57.0,9.186
1.51,Very Good,G,SI2,0.6170500676589985,54.0,9.102
0.28,Very Good,E,VS1,0.631452581032413,55.0,6.377
0.81,Premium,F,SI1,0.6192468619246863,58.0,8.008
0.4,Very Good,E,VVS2,0.6136125654450262,56.0,6.896
0.39,Ideal,I,IF,0.6234042553191489,54.0,6.797
0.34,Premium,F,VS2,0.6071428571428571,60.0,6.531
0.75,Good,D,SI2,0.5986509274873525,61.0,7.84
2.02,Ideal,J,VS2,0.6201358863495984,56.0,9.46
0.26,Very Good,F,VS1,0.6048192771084336,56.0,6.213
0.41,Ideal,J,IF,0.62148070907195,54.0,6.655
0.71,Very Good,G,SI1,0.6020942408376964,58.0,7.865
1.5,Very Good,D,SI1,0.5998655010087424,59.0,9.398
1.01,Premium,D,SI2,0.6040061633281972,60.0,8.454
0.54,Ideal,F,VS2,0.6206244087038788,55.0,7.354
0.54,Good,F,VS2,0.6064638783269962,61.0,7.354
0.42,Ideal,D,SI2,0.6115702479338843,55.0,6.492
0.38,Ideal,E,VS2,0.6167023554603854,55.0,6.764
0.41,Ideal,E,VVS1,0.6112266112266111,56.0,7.465
0.36,Premium,F,VVS2,0.6269315673289184,58.0,6.891
1.75,Very Good,D,SI1,0.6143958868894602,60.0,9.651
0.62,Ideal,J,VS1,0.6228310502283105,54.0,7.168
0.92,Good,G,SI1,0.605868358445678,60.0,8.316
0.31,Ideal,E,VS2,0.6257242178447278,56.0,6.771
0.36,Very Good,D,VS1,0.5904761904761905,57.0,6.724
1.14,Premium,F,VS2,0.6202247191011235,59.0,8.892
0.41,Ideal,J,VS1,0.6272439281942979,57.0,6.472
0.71,Good,H,VVS2,0.6036745406824148,63.0,7.915
0.31,Very Good,E,SI1,0.6225769669327252,56.0,6.299
0.36,Premium,D,SI2,0.6,58.0,6.286
2.14,Premium,J,SI2,0.6175226586102719,59.0,9.497
1.75,Premium,E,SI2,0.6245110821382008,59.0,9.363
0.54,Very Good,E,SI2,0.6337209302325582,56.0,7.131
0.71,Premium,E,SI2,0.6267605633802817,59.0,7.759
0.5,Ideal,E,VS2,0.62109375,55.0,7.349
1.01,Ideal,D,VVS2,0.6170542635658915,57.0,9.284
0.3,Premium,D,SI2,0.6085946573751453,58.0,6.103
0.24,Ideal,E,VVS2,0.6144278606965176,57.0,6.519
0.32,Ideal,H,VS2,0.6131221719457014,55.0,6.225
0.41,Premium,E,VVS1,0.6066252587991718,58.0,7.266
0.31,Ideal,E,VVS1,0.6168009205983889,56.0,6.896
0.43,Premium,E,SI2,0.6078028747433265,58.0,6.823
0.54,Ideal,F,VS2,0.6030245746691871,55.0,7.488
2.01,Very Good,J,SI2,0.5927272727272727,63.0,9.099
0.36,Very Good,D,SI1,0.603896103896104,58.0,6.497
0.7,Very Good,F,SI2,0.6286215978928885,56.0,7.664
0.67,Good,J,VS1,0.6426642664266426,55.6,7.366
1.7,Very Good,H,SI2,0.6081871345029239,56.0,9.236
1.5,Good,G,SI1,0.6415620641562064,58.0,9.27
0.55,Very Good,D,VS2,0.5846438482886217,58.4,7.588
1.11,Ideal,H,SI2,0.6249056603773584,57.0,8.447
1.25,Ideal,H,SI2,0.6121562952243126,57.0,8.667
0.41,Ideal,H,SI1,0.6121593291404612,57.0,6.526
1.28,Ideal,F,VS1,0.6175839885632595,55.0,9.357
0.35,Ideal,F,VS2,0.6226622662266227,55.0,6.56
1.24,Ideal,H,VS2,0.6080691642651297,56.0,9.019
2.34,Premium,I,SI1,0.6168224299065421,60.0,9.669
0.7,Very Good,G,VS1,0.6320501342882722,56.0,7.838
0.63,Ideal,I,VS2,0.6208144796380091,54.0,7.261
1.01,Ideal,G,VS2,0.6187499999999999,58.0,8.772
0.52,Ideal,H,VS1,0.613614573346117,56.0,7.25
1.01,Ideal,E,SI2,0.615146831530139,55.0,8.413
1.5,Very Good,I,VVS2,0.596816976127321,60.0,9.264
1.01,Premium,E,SI1,0.623924941360438,58.0,8.407
0.3,Very Good,I,VS1,0.6175438596491228,63.0,6.34
1.23,Ideal,F,SI2,0.6279411764705881,57.0,8.651
1.01,Very Good,G,VS1,0.6221198156682027,53.0,8.797
0.91,Premium,F,SI2,0.6245954692556634,56.0,8.249
1.66,Ideal,H,VS1,0.6146788990825689,56.0,9.63
0.58,Premium,G,VS2,0.6223055295220243,58.0,7.739
1.02,Ideal,F,VS1,0.6104294478527608,56.0,8.943
0.91,Premium,G,VS1,0.6239870340356565,58.0,8.403
0.51,Very Good,F,VS2,0.6318897637795275,56.0,7.361
0.83,Good,H,SI2,0.639261744966443,56.0,7.757
